0,2097152,41943040,0,0,6597140480,2.77e+01,1048576
1,2097152,41943040,0,0,6605656064,2.77e+01,1048576
2,2097152,41943040,0,0,6605656064,2.75e+01,1048576
3,2097152,41943040,0,0,6605656064,2.73e+01,1048576
4,2097152,41943040,0,0,6605656064,2.72e+01,1048576
5,2097152,41943040,0,0,6605656064,2.70e+01,1048576
6,2097152,41943040,0,0,6605656064,2.68e+01,1048576
7,2097152,41943040,0,0,6605656064,2.66e+01,1048576
8,2097152,41943040,0,0,6605656064,2.65e+01,1048576
9,2097152,41943040,0,0,6605656064,2.63e+01,1048576
