0 8.00e-08
1 2.245000e-08
2 2.837500e-08
3 5.875000e-09
4 5.390625e-09
5 5.281250e-09
6 5.156250e-09
7 5.241071e-09
8 4.942871e-09
9 5.098741e-09
10 4.931934e-09
11 4.831232e-09
12 4.903137e-09
13 4.821045e-09
14 5.192858e-09
15 5.069234e-09
16 6.130831e-09
17 5.476877e-09
18 6.264131e-09
19 6.329511e-09
20 5.488668e-09
21 5.806109e-09
22 5.870443e-09
23 5.426494e-09
24 5.592352e-09
25 5.789662e-09
