0 8.000000e-08
1 2.015000e-08
2 1.825000e-08
3 2.083333e-10
4 3.312500e-09
5 4.487500e-09
6 3.648438e-09
7 3.636161e-09
8 4.080566e-09
9 3.789280e-09
10 3.846484e-09
11 3.856534e-09
12 3.855286e-09
13 3.929687e-09
14 4.066515e-09
15 4.724502e-09
16 5.097677e-09
17 5.285921e-09
18 5.354605e-09
19 6.538088e-09
20 1.022255e-08
21 1.163345e-08
22 1.293201e-08
23 1.528034e-08
24 1.721134e-08
25 1.857572e-08
