3
0 0 0 0.000000e+00 0.000000e+00
1 0 0 1.067000e-06 2.484303e-09
2 1 3 1.100000e-08 3.666667e-09
3 14 25 2.494000e-06 9.976000e-08
4 85 119 7.214000e-06 6.062185e-08
5 368 483 2.386300e-05 4.940580e-08
6 1461 1819 7.487500e-05 4.116273e-08
7 5496 6557 2.841600e-04 4.333689e-08
8 19787 22959 9.705640e-04 4.227379e-08
9 69766 78727 3.959128e-03 5.028933e-08
10 238133 265715 1.164417e-02 4.382203e-08
11 800084 885729 1.293168e-03 1.460004e-09
12 2669917 2922919 2.683176e-02 9.179781e-09
13 8814470 9565931 1.055456e-01 1.103349e-08
14 28755431 31089291 3.384146e-01 1.088525e-08
15 93615752 100442341 1.106973e+00 1.102098e-08
16 302771119 322850399 3.671662e+00 1.137264e-08
17 973743362 1033121295 1.217916e+01 1.178870e-08
18 3119954911 3293074147 3.575444e+01 1.085747e-08
