0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.290000e-07,0.000000e+00,1.645000e-07
2,k,2,0,8,3.020000e-07,0.000000e+00,3.775000e-08
3,k,2,7,24,4.180000e-07,2.916667e-01,1.741667e-08
4,k,2,26,64,6.580000e-07,4.062500e-01,1.028125e-08
5,k,2,79,160,1.244000e-06,4.937500e-01,7.775000e-09
6,k,2,218,384,2.814000e-06,5.677083e-01,7.328125e-09
7,k,2,562,896,6.131000e-06,6.272321e-01,6.842634e-09
8,k,2,1364,2048,1.376300e-05,6.660156e-01,6.720215e-09
9,k,2,3259,4608,3.263700e-05,7.072483e-01,7.082682e-09
10,k,2,7527,10240,8.407300e-05,7.350586e-01,8.210254e-09
11,k,2,17176,22528,1.886880e-04,7.624290e-01,8.375710e-09
12,k,2,38333,49152,4.154490e-04,7.798869e-01,8.452332e-09
13,k,2,84865,106496,9.323900e-04,7.968844e-01,8.755165e-09
14,k,2,186210,229376,2.107331e-03,8.118112e-01,9.187234e-09
15,k,2,405084,491520,4.380449e-03,8.241455e-01,8.912046e-09
16,k,2,875865,1048576,1.535765e-02,8.352900e-01,1.464619e-08
17,k,2,1883040,2228224,3.575847e-02,8.450856e-01,1.604797e-08
18,k,2,4028096,4718592,8.258700e-02,8.536648e-01,1.750247e-08
19,k,2,8580408,9961472,2.037218e-01,8.613594e-01,2.045097e-08
20,k,2,18209008,20971520,4.451248e-01,8.682732e-01,2.122521e-08
21,k,2,38515069,44040192,1.111732e+00,8.745436e-01,2.524358e-08
22,k,2,81222999,92274688,2.696310e+00,8.802305e-01,2.922048e-08
23,k,2,170837186,192937984,7.045068e+00,8.854513e-01,3.651468e-08
24,k,2,358454158,402653184,1.751817e+01,8.902305e-01,4.350685e-08
25,k,2,750449865,838860800,4.242765e+01,8.946060e-01,5.057770e-08
26,k,2,1568022037,1744830464,1.001623e+02,8.986673e-01,5.740520e-08
