0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.630000e-07,0.000000e+00,1.815000e-07
2,k,2,0,8,4.180000e-07,0.000000e+00,5.225000e-08
3,k,2,5,24,4.050000e-07,2.083333e-01,1.687500e-08
4,k,2,25,64,7.220000e-07,3.906250e-01,1.128125e-08
5,k,2,75,160,1.274000e-06,4.687500e-01,7.962500e-09
6,k,2,215,384,2.957000e-06,5.598958e-01,7.700521e-09
7,k,2,563,896,7.178000e-06,6.283482e-01,8.011161e-09
8,k,2,1370,2048,1.488800e-05,6.689453e-01,7.269531e-09
9,k,2,3266,4608,3.739100e-05,7.087674e-01,8.114366e-09
10,k,2,7534,10240,8.494700e-05,7.357422e-01,8.295605e-09
11,k,2,17122,22528,1.890970e-04,7.600320e-01,8.393865e-09
12,k,2,38388,49152,4.217590e-04,7.810059e-01,8.580709e-09
13,k,2,84885,106496,9.387080e-04,7.970722e-01,8.814491e-09
14,k,2,186185,229376,2.332392e-03,8.117022e-01,1.016842e-08
15,k,2,405082,491520,5.064310e-03,8.241414e-01,1.030337e-08
16,k,2,875985,1048576,1.539714e-02,8.354044e-01,1.468386e-08
17,k,2,1882501,2228224,3.571308e-02,8.448437e-01,1.602760e-08
18,k,2,4028037,4718592,8.239863e-02,8.536523e-01,1.746255e-08
19,k,2,8580101,9961472,2.028918e-01,8.613286e-01,2.036765e-08
20,k,2,18208901,20971520,4.799344e-01,8.682681e-01,2.288505e-08
21,k,2,38515383,44040192,1.191895e+00,8.745508e-01,2.706379e-08
22,k,2,81222909,92274688,2.874964e+00,8.802296e-01,3.115659e-08
23,k,2,170836241,192937984,7.615355e+00,8.854464e-01,3.947048e-08
24,k,2,358447864,402653184,1.834165e+01,8.902149e-01,4.555197e-08
25,k,2,750463492,838860800,4.403115e+01,8.946222e-01,5.248922e-08
26,k,2,1568027153,1744830464,1.027223e+02,8.986702e-01,5.887235e-08
