0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.770000e-07,0.000000e+00,1.885000e-07
2,k,2,0,8,3.070000e-07,0.000000e+00,3.837500e-08
3,k,2,4,24,3.680000e-07,1.666667e-01,1.533333e-08
4,k,2,24,64,7.000000e-07,3.750000e-01,1.093750e-08
5,k,2,82,160,1.646000e-06,5.125000e-01,1.028750e-08
6,k,2,217,384,2.811000e-06,5.651042e-01,7.320312e-09
7,k,2,555,896,6.150000e-06,6.194196e-01,6.863839e-09
8,k,2,1366,2048,1.435100e-05,6.669922e-01,7.007324e-09
9,k,2,3267,4608,3.420600e-05,7.089844e-01,7.423177e-09
10,k,2,7531,10240,8.966800e-05,7.354492e-01,8.756641e-09
11,k,2,17120,22528,1.946340e-04,7.599432e-01,8.639648e-09
12,k,2,38347,49152,4.301880e-04,7.801717e-01,8.752197e-09
13,k,2,84839,106496,9.634490e-04,7.966402e-01,9.046809e-09
14,k,2,186142,229376,2.444887e-03,8.115147e-01,1.065886e-08
15,k,2,405297,491520,5.188055e-03,8.245789e-01,1.055512e-08
16,k,2,875901,1048576,1.549591e-02,8.353243e-01,1.477805e-08
17,k,2,1882951,2228224,3.591896e-02,8.450457e-01,1.612000e-08
18,k,2,4027364,4718592,8.313152e-02,8.535097e-01,1.761787e-08
19,k,2,8580760,9961472,2.057839e-01,8.613948e-01,2.065798e-08
20,k,2,18208753,20971520,4.883345e-01,8.682610e-01,2.328561e-08
21,k,2,38515811,44040192,1.223000e+00,8.745605e-01,2.777008e-08
22,k,2,81224237,92274688,2.938228e+00,8.802440e-01,3.184218e-08
23,k,2,170838464,192937984,7.639789e+00,8.854579e-01,3.959712e-08
24,k,2,358453134,402653184,1.864285e+01,8.902280e-01,4.630003e-08
25,k,2,750460410,838860800,4.451314e+01,8.946185e-01,5.306379e-08
26,k,2,1568020890,1744830464,1.042378e+02,8.986666e-01,5.974092e-08
