0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,4.100000e-07,0.000000e+00,2.050000e-07
2,k,2,0,8,3.090000e-07,0.000000e+00,3.862500e-08
3,k,2,4,24,3.770000e-07,1.666667e-01,1.570833e-08
4,k,2,26,64,6.600000e-07,4.062500e-01,1.031250e-08
5,k,2,83,160,1.225000e-06,5.187500e-01,7.656250e-09
6,k,2,224,384,2.724000e-06,5.833333e-01,7.093750e-09
7,k,2,559,896,5.895000e-06,6.238839e-01,6.579241e-09
8,k,2,1380,2048,1.466700e-05,6.738281e-01,7.161621e-09
9,k,2,3264,4608,3.364800e-05,7.083333e-01,7.302083e-09
10,k,2,7563,10240,8.468900e-05,7.385742e-01,8.270410e-09
11,k,2,17176,22528,1.873540e-04,7.624290e-01,8.316495e-09
12,k,2,38400,49152,4.221490e-04,7.812500e-01,8.588643e-09
13,k,2,84883,106496,9.523930e-04,7.970534e-01,8.942993e-09
14,k,2,186189,229376,2.112434e-03,8.117196e-01,9.209481e-09
15,k,2,405379,491520,4.510110e-03,8.247457e-01,9.175842e-09
16,k,2,875986,1048576,1.617307e-02,8.354053e-01,1.542384e-08
17,k,2,1883294,2228224,3.548119e-02,8.451996e-01,1.592353e-08
18,k,2,4027843,4718592,8.249201e-02,8.536112e-01,1.748233e-08
19,k,2,8580558,9961472,2.038297e-01,8.613745e-01,2.046180e-08
20,k,2,18209002,20971520,4.310276e-01,8.682729e-01,2.055300e-08
21,k,2,38516187,44040192,1.093963e+00,8.745690e-01,2.484011e-08
22,k,2,81222975,92274688,2.652867e+00,8.802303e-01,2.874967e-08
23,k,2,170836104,192937984,7.380798e+00,8.854457e-01,3.825477e-08
24,k,2,358451261,402653184,1.777234e+01,8.902233e-01,4.413809e-08
25,k,2,750458420,838860800,4.289152e+01,8.946162e-01,5.113068e-08
26,k,2,1568023667,1744830464,1.003969e+02,8.986682e-01,5.753961e-08
