0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.820000e-07,0.000000e+00,1.910000e-07
2,k,2,1,8,3.060000e-07,1.250000e-01,3.825000e-08
3,k,2,4,24,3.860000e-07,1.666667e-01,1.608333e-08
4,k,2,25,64,6.570000e-07,3.906250e-01,1.026563e-08
5,k,2,74,160,1.292000e-06,4.625000e-01,8.075000e-09
6,k,2,218,384,2.870000e-06,5.677083e-01,7.473958e-09
7,k,2,574,896,5.970000e-06,6.406250e-01,6.662946e-09
8,k,2,1380,2048,1.406400e-05,6.738281e-01,6.867187e-09
9,k,2,3255,4608,3.444300e-05,7.063802e-01,7.474609e-09
10,k,2,7564,10240,8.545800e-05,7.386719e-01,8.345508e-09
11,k,2,17143,22528,1.893800e-04,7.609641e-01,8.406428e-09
12,k,2,38402,49152,4.193240e-04,7.812907e-01,8.531169e-09
13,k,2,84926,106496,9.454650e-04,7.974572e-01,8.877939e-09
14,k,2,186163,229376,2.127697e-03,8.116063e-01,9.276023e-09
15,k,2,405172,491520,5.045637e-03,8.243245e-01,1.026537e-08
16,k,2,876013,1048576,1.562397e-02,8.354311e-01,1.490018e-08
17,k,2,1882900,2228224,3.583301e-02,8.450228e-01,1.608142e-08
18,k,2,4027965,4718592,8.268658e-02,8.536371e-01,1.752357e-08
19,k,2,8579540,9961472,2.038916e-01,8.612723e-01,2.046802e-08
20,k,2,18208562,20971520,4.709437e-01,8.682519e-01,2.245634e-08
21,k,2,38515405,44040192,1.173891e+00,8.745513e-01,2.665500e-08
22,k,2,81223762,92274688,2.758327e+00,8.802388e-01,2.989256e-08
23,k,2,170836924,192937984,7.185665e+00,8.854499e-01,3.724339e-08
24,k,2,358447231,402653184,1.765815e+01,8.902133e-01,4.385450e-08
25,k,2,750462056,838860800,4.268798e+01,8.946205e-01,5.088804e-08
26,k,2,1568029820,1744830464,1.001919e+02,8.986717e-01,5.742217e-08
