0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.640000e-07,0.000000e+00,1.820000e-07
2,k,2,0,8,2.480000e-07,0.000000e+00,3.100000e-08
3,k,2,4,24,3.890000e-07,1.666667e-01,1.620833e-08
4,k,2,24,64,7.230000e-07,3.750000e-01,1.129687e-08
5,k,2,72,160,1.257000e-06,4.500000e-01,7.856250e-09
6,k,2,216,384,2.683000e-06,5.625000e-01,6.986979e-09
7,k,2,549,896,6.073000e-06,6.127232e-01,6.777902e-09
8,k,2,1371,2048,1.403900e-05,6.694336e-01,6.854980e-09
9,k,2,3250,4608,3.230900e-05,7.052951e-01,7.011502e-09
10,k,2,7526,10240,1.027670e-04,7.349609e-01,1.003584e-08
11,k,2,17139,22528,1.938450e-04,7.607866e-01,8.604625e-09
12,k,2,38421,49152,4.173900e-04,7.816772e-01,8.491821e-09
13,k,2,84889,106496,9.320590e-04,7.971098e-01,8.752056e-09
14,k,2,186266,229376,2.172666e-03,8.120553e-01,9.472072e-09
15,k,2,405210,491520,4.978883e-03,8.244019e-01,1.012956e-08
16,k,2,875941,1048576,1.589213e-02,8.353624e-01,1.515592e-08
17,k,2,1882760,2228224,3.552324e-02,8.449599e-01,1.594240e-08
18,k,2,4027483,4718592,8.231406e-02,8.535349e-01,1.744462e-08
19,k,2,8579179,9961472,2.034753e-01,8.612361e-01,2.042623e-08
20,k,2,18208476,20971520,4.987481e-01,8.682478e-01,2.378216e-08
21,k,2,38515334,44040192,1.248632e+00,8.745496e-01,2.835211e-08
22,k,2,81225174,92274688,3.008002e+00,8.802541e-01,3.259835e-08
23,k,2,170837472,192937984,7.509895e+00,8.854528e-01,3.892388e-08
24,k,2,358453870,402653184,1.847131e+01,8.902298e-01,4.587400e-08
25,k,2,750461908,838860800,4.445365e+01,8.946203e-01,5.299288e-08
26,k,2,1568025275,1744830464,1.038706e+02,8.986691e-01,5.953048e-08
