0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.460000e-07,0.000000e+00,1.730000e-07
2,k,2,0,8,2.990000e-07,0.000000e+00,3.737500e-08
3,k,2,5,24,3.990000e-07,2.083333e-01,1.662500e-08
4,k,2,24,64,6.350000e-07,3.750000e-01,9.921875e-09
5,k,2,75,160,1.198000e-06,4.687500e-01,7.487500e-09
6,k,2,217,384,3.465000e-06,5.651042e-01,9.023437e-09
7,k,2,557,896,7.908000e-06,6.216518e-01,8.825893e-09
8,k,2,1370,2048,1.805700e-05,6.689453e-01,8.816895e-09
9,k,2,3263,4608,4.157000e-05,7.081163e-01,9.021267e-09
10,k,2,7560,10240,1.070450e-04,7.382812e-01,1.045361e-08
11,k,2,17150,22528,2.369010e-04,7.612749e-01,1.051585e-08
12,k,2,38348,49152,5.196390e-04,7.801921e-01,1.057208e-08
13,k,2,84824,106496,1.153678e-03,7.964994e-01,1.083306e-08
14,k,2,186129,229376,2.552321e-03,8.114580e-01,1.112724e-08
15,k,2,405089,491520,6.046370e-03,8.241557e-01,1.230137e-08
16,k,2,876138,1048576,1.563697e-02,8.355503e-01,1.491257e-08
17,k,2,1883349,2228224,3.568485e-02,8.452243e-01,1.601493e-08
18,k,2,4027561,4718592,8.228001e-02,8.535514e-01,1.743741e-08
19,k,2,8580213,9961472,2.032478e-01,8.613399e-01,2.040339e-08
20,k,2,18209135,20971520,4.928796e-01,8.682792e-01,2.350233e-08
21,k,2,38514840,44040192,1.230263e+00,8.745384e-01,2.793500e-08
22,k,2,81223482,92274688,2.799409e+00,8.802358e-01,3.033777e-08
23,k,2,170839186,192937984,7.479984e+00,8.854617e-01,3.876885e-08
24,k,2,358453704,402653184,1.833127e+01,8.902294e-01,4.552620e-08
25,k,2,750464163,838860800,4.418933e+01,8.946230e-01,5.267779e-08
26,k,2,1568019956,1744830464,1.030214e+02,8.986661e-01,5.904381e-08
