0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.920000e-07,0.000000e+00,1.960000e-07
2,k,2,0,8,3.170000e-07,0.000000e+00,3.962500e-08
3,k,2,6,24,4.400000e-07,2.500000e-01,1.833333e-08
4,k,2,26,64,6.700000e-07,4.062500e-01,1.046875e-08
5,k,2,75,160,1.223000e-06,4.687500e-01,7.643750e-09
6,k,2,220,384,2.617000e-06,5.729167e-01,6.815104e-09
7,k,2,556,896,6.016000e-06,6.205357e-01,6.714286e-09
8,k,2,1369,2048,1.379400e-05,6.684570e-01,6.735352e-09
9,k,2,3251,4608,3.306600e-05,7.055122e-01,7.175781e-09
10,k,2,7536,10240,8.413900e-05,7.359375e-01,8.216699e-09
11,k,2,17121,22528,2.071320e-04,7.599876e-01,9.194425e-09
12,k,2,38374,49152,4.169810e-04,7.807210e-01,8.483500e-09
13,k,2,84901,106496,9.322860e-04,7.972224e-01,8.754188e-09
14,k,2,186188,229376,2.273764e-03,8.117153e-01,9.912824e-09
15,k,2,405106,491520,5.045502e-03,8.241903e-01,1.026510e-08
16,k,2,875751,1048576,1.546358e-02,8.351812e-01,1.474722e-08
17,k,2,1883278,2228224,3.581310e-02,8.451924e-01,1.607248e-08
18,k,2,4027959,4718592,8.223233e-02,8.536358e-01,1.742730e-08
19,k,2,8579785,9961472,2.035507e-01,8.612969e-01,2.043380e-08
20,k,2,18208440,20971520,4.931010e-01,8.682461e-01,2.351289e-08
21,k,2,38513989,44040192,1.236781e+00,8.745191e-01,2.808300e-08
22,k,2,81223432,92274688,2.960950e+00,8.802352e-01,3.208844e-08
23,k,2,170837880,192937984,7.724543e+00,8.854549e-01,4.003640e-08
24,k,2,358452932,402653184,1.877121e+01,8.902275e-01,4.661881e-08
25,k,2,750460756,838860800,4.515156e+01,8.946189e-01,5.382486e-08
26,k,2,1568034612,1744830464,1.045398e+02,8.986745e-01,5.991400e-08
