vm1748,0,3,1748,1.112409e-01,398136,336556,0.18297,1,1.50
vm1748,1,3,1748,1.089798e-01,398136,336556,0.18297,1,1.50
vm1748,2,3,1748,1.089213e-01,398136,336556,0.18297,1,1.50
vm1748,3,3,1748,1.089042e-01,398136,336556,0.18297,1,1.50
vm1748,4,3,1748,1.090018e-01,398136,336556,0.18297,1,1.50
vm1748,5,3,1748,1.089975e-01,398136,336556,0.18297,1,1.50
vm1748,6,3,1748,1.089133e-01,398136,336556,0.18297,1,1.50
vm1748,7,3,1748,1.089095e-01,398136,336556,0.18297,1,1.50
vm1748,8,3,1748,1.089361e-01,398136,336556,0.18297,1,1.50
vm1748,9,3,1748,1.089422e-01,398136,336556,0.18297,1,1.50
