fl3795,0,3,3795,5.700977e-01,34197,28772,0.18855,1,1.50
fl3795,1,3,3795,5.713820e-01,34197,28772,0.18855,1,1.50
fl3795,2,3,3795,5.744410e-01,34197,28772,0.18855,1,1.50
fl3795,3,3,3795,5.753204e-01,34197,28772,0.18855,1,1.50
fl3795,4,3,3795,5.769375e-01,34197,28772,0.18855,1,1.50
fl3795,5,3,3795,5.816874e-01,34197,28772,0.18855,1,1.50
fl3795,6,3,3795,5.847729e-01,34197,28772,0.18855,1,1.50
fl3795,7,3,3795,5.874575e-01,34197,28772,0.18855,1,1.50
fl3795,8,3,3795,5.887520e-01,34197,28772,0.18855,1,1.50
fl3795,9,3,3795,5.886686e-01,34197,28772,0.18855,1,1.50
