a280,0,3,280,2.415500e-03,3014,2579,0.16867,1,1.50
a280,1,3,280,2.538824e-03,3014,2579,0.16867,1,1.50
a280,2,3,280,2.395489e-03,3014,2579,0.16867,1,1.50
a280,3,3,280,2.548592e-03,3014,2579,0.16867,1,1.50
a280,4,3,280,2.534488e-03,3014,2579,0.16867,1,1.50
a280,5,3,280,2.384761e-03,3014,2579,0.16867,1,1.50
a280,6,3,280,2.524836e-03,3014,2579,0.16867,1,1.50
a280,7,3,280,2.553271e-03,3014,2579,0.16867,1,1.50
a280,8,3,280,2.423021e-03,3014,2579,0.16867,1,1.50
a280,9,3,280,2.570429e-03,3014,2579,0.16867,1,1.50
