
1 & 4098 & 30877 & 21.53 & 639 & 5.30e-01 & 24019 & 629 & 5.18e-01 & 2341280\\
2 & 8194 & 61644 & 30.70 & 1129 & 3.68e+00 & 46143 & 1095 & 3.67e+00 & 4377734\\
3 & 16386 & 123368 & 48.90 & 2355 & 2.05e+01 & 93773 & 2493 & 2.10e+01 & 9291996\\
4 & 32770 & 254469 & 87.72 & 2698 & 3.62e+01 & 96473 & 2667 & 3.00e+01 & 9499284\\
5 & 65538 & 516654 & 165.02 & 2346 & 9.22e+01 & 93891 & 3196 & 1.10e+02 & 9436520\\
\textbf{Media} & 25397.00 & 197402.00 & 70.78 & 1833.40 & 3.06e+01 & 70859.80 & 2016.00 & 3.31e+01 & 6989362.80\\
