
1 & 4098 & 57454 & 28.96 & 66 & 8.34e-02 & 102079 & 280 & 6.54e-01 & 8169801\\
2 & 8194 & 115195 & 45.43 & 128 & 4.12e-01 & 204800 & 640 & 2.08e+00 & 16111720\\
3 & 16386 & 229722 & 78.38 & 258 & 1.68e+00 & 407118 & 998 & 8.61e+00 & 34354422\\
4 & 32770 & 459421 & 144.49 & 519 & 8.28e+00 & 814273 & 1939 & 5.63e+01 & 66243176\\
5 & 65538 & 983843 & 294.93 & 526 & 1.75e+01 & 814840 & 1948 & 1.20e+02 & 67558458\\
6 & 131074 & 2032661 & 596.00 & 519 & 3.72e+01 & 818011 & 2245 & 2.87e+02 & 66796919\\
7 & 262146 & 4129386 & 1197.76 & 532 & 7.44e+01 & 816163 & 2089 & 5.45e+02 & 67745097\\
\textbf{Media} & 74315.00 & 1143954.00 & 340.85 & 364.00 & 1.99e+01 & 568183.43 & 1448.43 & 1.46e+02 & 46711370.43\\
