
1 & 4098 & 12224 & 16.88 & 308 & 1.69e-01 & 5893 & 318 & 1.84e-01 & 545781\\
2 & 8194 & 24512 & 20.95 & 350 & 3.79e-01 & 5893 & 320 & 3.41e-01 & 545781\\
3 & 16386 & 49088 & 28.81 & 329 & 8.93e-01 & 5781 & 378 & 8.96e-01 & 545781\\
4 & 32770 & 98240 & 44.87 & 323 & 2.59e+00 & 5508 & 410 & 2.68e+00 & 545781\\
5 & 65538 & 196544 & 76.76 & 337 & 5.37e+00 & 5508 & 404 & 5.67e+00 & 545781\\
6 & 131074 & 393088 & 140.50 & 657 & 2.23e+01 & 11312 & 949 & 2.85e+01 & 1109535\\
7 & 262146 & 786176 & 267.99 & 1262 & 8.61e+01 & 22591 & 1728 & 1.02e+02 & 2264810\\
\textbf{Media} & 74315.00 & 222838.00 & 85.25 & 509.43 & 1.68e+01 & 8926.57 & 643.86 & 2.01e+01 & 871892.86\\
