
1 & 4098 & 32356 & 21.17 & 454 & 4.09e-01 & 18816 & 478 & 5.11e-01 & 1869550\\
2 & 16386 & 130276 & 47.21 & 915 & 5.75e+00 & 37900 & 1000 & 5.94e+00 & 3801365\\
3 & 65538 & 522724 & 152.04 & 1897 & 4.93e+01 & 75937 & 2001 & 5.06e+01 & 7575871\\
4 & 262146 & 2094052 & 571.09 & 3820 & 4.47e+02 & 151863 & 3976 & 4.29e+02 & 15132490\\
\textbf{Media} & 87042.00 & 694852.00 & 197.88 & 1771.50 & 1.26e+02 & 71129.00 & 1863.75 & 1.21e+02 & 7094819.00\\
