0,4,1026,132096,513,4985495,86237,0,1687893,512,54276096,4.728781e-01,512,1495239186
1,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.578659e-01,512,1495239186
2,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.585586e-01,512,1495239186
3,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.573389e-01,512,1495239186
4,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.578839e-01,512,1495239186
5,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.575791e-01,512,1495239186
6,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.580202e-01,512,1495239186
7,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.584479e-01,512,1495239186
8,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.578849e-01,512,1495239186
9,4,1026,132096,513,4985495,86237,0,1687893,512,54247424,4.581301e-01,512,1495239186
