0 0 0 0.000000e+00 0.000000e+00
1 0 0 0.000000e+00 0.000000e+00
2 2 2 4.600000e-07 2.300000e-07
3 8 8 2.254000e-06 2.817500e-07
4 24 24 6.360000e-07 2.650000e-08
5 64 64 1.090000e-06 1.703125e-08
6 160 160 1.993000e-06 1.245625e-08
7 384 384 4.681000e-06 1.219010e-08
8 896 896 9.333000e-06 1.041629e-08
9 2048 2048 2.126300e-05 1.038232e-08
10 4608 4608 4.861000e-05 1.054905e-08
11 10240 10240 1.046990e-04 1.022451e-08
12 22528 22528 2.283870e-04 1.013792e-08
13 49152 49152 5.188980e-04 1.055701e-08
14 106496 106496 1.516773e-03 1.424253e-08
15 229376 229376 2.231938e-03 9.730477e-09
16 491520 491520 4.811113e-03 9.788234e-09
17 1048576 1048576 1.022242e-02 9.748858e-09
18 2228224 2228224 2.198023e-02 9.864460e-09
19 4718592 4718592 5.193444e-02 1.100634e-08
20 9961472 9961472 1.027666e-01 1.031641e-08
21 20971520 20971520 2.272797e-01 1.083754e-08
22 44040192 44040192 5.152827e-01 1.170028e-08
23 92274688 92274688 9.154595e-01 9.921025e-09
24 192937984 192937984 1.976938e+00 1.024649e-08
25 402653184 402653184 4.199864e+00 1.043048e-08
26 838860800 838860800 8.912461e+00 1.062448e-08
27 1744830464 1744830464 1.903945e+01 1.091192e-08
