0 0 0 0.000000e+00 0.000000e+00
1 2 2 4.490000e-07 2.245000e-07
2 8 8 -2.270000e-07 -2.837500e-08
3 24 24 1.410000e-07 5.875000e-09
4 64 64 3.450000e-07 5.390625e-09
5 160 160 8.450000e-07 5.281250e-09
6 384 384 1.980000e-06 5.156250e-09
7 896 896 4.696000e-06 5.241071e-09
8 2048 2048 1.012300e-05 4.942871e-09
9 4608 4608 2.349500e-05 5.098741e-09
10 10240 10240 5.050300e-05 4.931934e-09
11 22528 22528 1.088380e-04 4.831232e-09
12 49152 49152 2.409990e-04 4.903137e-09
13 106496 106496 5.134220e-04 4.821045e-09
14 229376 229376 1.191117e-03 5.192858e-09
15 491520 491520 2.491630e-03 5.069234e-09
16 1048576 1048576 6.428642e-03 6.130831e-09
17 2228224 2228224 1.220371e-02 5.476877e-09
18 4718592 4718592 2.955788e-02 6.264131e-09
19 9961472 9961472 6.305125e-02 6.329511e-09
20 20971520 20971520 1.151057e-01 5.488668e-09
21 44040192 44040192 2.557022e-01 5.806109e-09
22 92274688 92274688 5.416933e-01 5.870443e-09
23 192937984 192937984 1.046977e+00 5.426494e-09
24 402653184 402653184 2.251778e+00 5.592352e-09
25 838860800 838860800 4.856720e+00 5.789662e-09
26 1744830464 1744830464 1.058518e+01 6.066597e-09
27 3623878656 3623878656 2.273314e+01 6.273151e-09
