0 0 0 0.000000e+00 0.000000e+00
1 0 2 1.330000e-07 6.650000e-08
2 1 8 3.100000e-08 3.875000e-09
3 5 24 1.780000e-07 7.416667e-09
4 24 64 3.300000e-07 5.156250e-09
5 64 160 8.530000e-07 5.331250e-09
6 163 384 2.102000e-06 5.473958e-09
7 394 896 4.916000e-06 5.486607e-09
8 900 2048 1.081100e-05 5.278809e-09
9 2100 4608 2.497800e-05 5.420573e-09
10 4690 10240 5.517200e-05 5.387891e-09
11 10390 22528 1.199970e-04 5.326571e-09
12 22941 49152 2.672150e-04 5.436503e-09
13 49944 106496 6.334820e-04 5.948411e-09
14 108033 229376 9.294350e-04 4.052015e-09
15 232509 491520 2.012057e-03 4.093540e-09
16 498033 1048576 4.165544e-03 3.972572e-09
17 1061163 2228224 1.020043e-02 4.577832e-09
18 2253478 4718592 3.017765e-02 6.395478e-09
19 4769542 9961472 8.002353e-02 8.033304e-09
20 10062883 20971520 2.197205e-01 1.047709e-08
21 21174811 44040192 5.027860e-01 1.141653e-08
22 44446472 92274688 1.111444e+00 1.204495e-08
23 93086704 192937984 2.553385e+00 1.323422e-08
24 194560243 402653184 6.809598e+00 1.691182e-08
25 405903811 838860800 1.069486e+01 1.274927e-08
