5 3 8 15 7 7 0 0.875000 0.875000 0.000000 12.992188 6.260800e-07 1.309047e-08
5 4 16 33 14 14 1 0.875000 0.875000 0.030303 12.992188 1.540820e-06 1.134150e-08
5 5 32 73 26 26 3 0.812500 0.812500 0.041096 12.992188 3.681980e-06 1.011805e-08
5 6 64 174 60 60 18 0.937500 0.937500 0.103448 12.992188 1.061578e-05 1.072502e-08
5 7 128 385 124 124 24 0.968750 0.968750 0.062338 12.992188 1.243480e-05 4.995718e-09
5 8 256 789 234 234 49 0.914062 0.914062 0.062104 12.992188 4.445974e-05 7.672470e-09
5 9 512 1791 495 495 122 0.966797 0.966797 0.068118 13.117265 7.292348e-05 5.075811e-09
5 10 1024 3877 1004 1004 314 0.980469 0.980469 0.080990 13.242343 1.733567e-04 5.103058e-09
5 11 2048 7869 2000 2000 594 0.976562 0.976562 0.075486 13.488281 2.738709e-04 3.621991e-09
5 12 4096 17407 4029 4029 1411 0.983643 0.983643 0.081059 14.027344 6.163748e-04 3.446189e-09
5 13 8192 37267 8096 8096 3191 0.988281 0.988281 0.085625 15.261641 1.357554e-03 3.314121e-09
5 14 16384 69068 16107 16107 5657 0.983093 0.983093 0.081905 17.402344 2.850161e-03 3.437112e-09
5 15 32768 150593 32435 32435 13012 0.989838 0.989838 0.086405 22.542969 7.296748e-03 3.827416e-09
5 16 65536 328182 65083 65083 29845 0.993088 0.993088 0.090940 34.007812 1.879970e-02 4.305467e-09
5 17 131072 670788 130256 130256 61420 0.993774 0.993774 0.091564 56.121094 4.109010e-02 4.348749e-09
5 18 264346 733846 264346 264346 34487 1.000000 1.000000 0.046995 72.726562 6.015089e-02 4.826574e-09
5 18 321270 800172 321270 321270 25412 1.000000 1.000000 0.031758 77.753906 7.028906e-02 4.942998e-09
5 18 435666 1057066 435666 435666 30817 1.000000 1.000000 0.029153 93.347656 9.466916e-02 4.884241e-09
5 20 1070376 2712798 1070376 1070376 102061 1.000000 1.000000 0.037622 241.679688 2.430113e-01 4.626692e-09
5 20 1207945 2840208 1207945 1207945 68204 1.000000 1.000000 0.024014 251.468750 2.730795e-01 4.816890e-09
5 20 1524453 3897636 1524453 1524453 138031 1.000000 1.000000 0.035414 313.496094 3.616837e-01 4.685321e-09
5 20 1890815 4657742 1890815 1890815 150616 1.000000 1.000000 0.032337 360.570312 4.460460e-01 4.712925e-09
5 21 2758119 6885658 2758119 2758119 229089 1.000000 1.000000 0.033270 557.671797 6.512117e-01 4.553362e-09
5 21 3598623 8778114 3598623 3598623 255326 1.000000 1.000000 0.029087 677.601484 8.800456e-01 4.710156e-09
5 22 6262104 15248146 6262104 6262104 452294 1.000000 1.000000 0.029662 1198.507890 1.611378e+00 4.786709e-09
5 23 14081816 34292496 14081816 14081816 1007186 1.000000 1.000000 0.029370 2612.992188 4.585009e+00 5.758179e-09
5 24 23947347 58333344 23947347 23947347 1717761 1.000000 1.000000 0.029447 4591.925781 7.534534e+00 5.389272e-09
