0 0 0 0.000000e+00 0.000000e+00
1 0 5 4.560000e-07 9.120000e-08
2 2 50 -9.400000e-08 -1.880000e-09
3 42 375 7.830000e-07 2.088000e-09
4 329 2500 6.783000e-06 2.713200e-09
5 2251 15625 4.495600e-05 2.877184e-09
6 14408 93750 2.913190e-04 3.107403e-09
7 87763 546875 1.760637e-03 3.219451e-09
8 516812 3125000 1.153214e-02 3.690283e-09
9 2974307 17578125 7.748570e-02 4.408075e-09
10 16824371 97656250 6.146513e-01 6.294029e-09
11 93889317 537109375 4.705127e+00 8.760092e-09
12 518282985 2929687500 3.362203e+01 1.147632e-08
