0 0 0 0.000000e+00 0.000000e+00
1 5 5 8.530000e-07 1.706000e-07
2 50 50 3.320000e-07 6.640000e-09
3 375 375 6.002000e-06 1.600533e-08
4 2500 2500 3.569400e-05 1.427760e-08
5 15625 15625 2.370330e-04 1.517011e-08
6 93750 93750 1.299091e-03 1.385697e-08
7 546875 546875 7.952587e-03 1.454187e-08
8 3125000 3125000 1.870822e-02 5.986631e-09
9 17578125 17578125 1.323992e-01 7.532043e-09
10 97656250 97656250 7.446358e-01 7.625070e-09
11 537109375 537109375 4.030202e+00 7.503504e-09
12 2929687500 2929687500 2.234714e+01 7.627825e-09
