5
0 0 0 0.000000e+00 0.000000e+00
1 0 0 8.690000e-07 2.023298e-07
2 2 5 5.510000e-07 1.102000e-07
3 39 61 4.924000e-06 8.072131e-08
4 363 467 5.494700e-05 1.176595e-07
5 2630 3123 2.054990e-04 6.580179e-08
6 17140 19529 1.438563e-03 7.366291e-08
7 105011 117185 1.310543e-02 1.118354e-07
8 627393 683591 5.603863e-03 8.197684e-09
9 3656844 3906247 6.012802e-02 1.539279e-08
10 20609082 21972653 3.745518e-01 1.704627e-08
11 115398027 122070309 2.099586e+00 1.719981e-08
12 634237207 671386715 1.153538e+01 1.718142e-08
