0 0 0 0.000000e+00 0.000000e+00
1 0 4 4.710000e-07 1.177500e-07
2 1 32 -1.410000e-07 -4.406250e-09
3 25 192 4.520000e-07 2.354167e-09
4 164 1024 2.886000e-06 2.818359e-09
5 920 5120 1.542600e-05 3.012891e-09
6 4730 24576 7.676100e-05 3.123413e-09
7 22945 114688 3.782800e-04 3.298340e-09
8 108138 524288 1.806471e-03 3.445570e-09
9 498514 2359296 9.258517e-03 3.924271e-09
10 2255668 10485760 4.411625e-02 4.207253e-09
11 10071076 46137344 2.998324e-01 6.498692e-09
12 44478371 201326592 1.751532e+00 8.699952e-09
13 194685467 872415232 1.015724e+01 1.164267e-08
14 845856867 3758096384 5.276154e+01 1.403943e-08
