0 0 0 0.000000e+00 0.000000e+00
1 0 0 0.000000e+00 0.000000e+00
2 4 4 6.170000e-07 1.542500e-07
3 32 32 3.022000e-06 9.443750e-08
4 192 192 3.341000e-06 1.740104e-08
5 1024 1024 1.176500e-05 1.148926e-08
6 5120 5120 5.819900e-05 1.136699e-08
7 24576 24576 2.891090e-04 1.176388e-08
8 114688 114688 1.222909e-03 1.066292e-08
9 524288 524288 5.722705e-03 1.091519e-08
10 2359296 2359296 2.546605e-02 1.079392e-08
11 10485760 10485760 1.065664e-01 1.016296e-08
12 46137344 46137344 4.674239e-01 1.013114e-08
13 201326592 201326592 2.074476e+00 1.030404e-08
14 872415232 872415232 9.075305e+00 1.040251e-08
