vm1748,0,2,1748,5.794702e-02,380257,336556,0.12985,1,1.50
vm1748,1,2,1748,6.000162e-02,380257,336556,0.12985,1,1.50
vm1748,2,2,1748,6.075004e-02,380257,336556,0.12985,1,1.50
vm1748,3,2,1748,5.974628e-02,380257,336556,0.12985,1,1.50
vm1748,4,2,1748,6.059520e-02,380257,336556,0.12985,1,1.50
vm1748,5,2,1748,5.945169e-02,380257,336556,0.12985,1,1.50
vm1748,6,2,1748,6.065637e-02,380257,336556,0.12985,1,1.50
vm1748,7,2,1748,6.232079e-02,380257,336556,0.12985,1,1.50
vm1748,8,2,1748,6.186140e-02,380257,336556,0.12985,1,1.50
vm1748,9,2,1748,6.136699e-02,380257,336556,0.12985,1,1.50
