pr2392,0,2,2392,9.249097e-02,426367,378032,0.12786,1,1.50
pr2392,1,2,2392,8.726285e-02,426367,378032,0.12786,1,1.50
pr2392,2,2,2392,8.680935e-02,426367,378032,0.12786,1,1.50
pr2392,3,2,2392,8.771836e-02,426367,378032,0.12786,1,1.50
pr2392,4,2,2392,8.719051e-02,426367,378032,0.12786,1,1.50
pr2392,5,2,2392,9.012100e-02,426367,378032,0.12786,1,1.50
pr2392,6,2,2392,8.918103e-02,426367,378032,0.12786,1,1.50
pr2392,7,2,2392,8.912148e-02,426367,378032,0.12786,1,1.50
pr2392,8,2,2392,9.113436e-02,426367,378032,0.12786,1,1.50
pr2392,9,2,2392,8.991411e-02,426367,378032,0.12786,1,1.50
