fnl4461,0,2,4461,2.652898e-01,208409,182566,0.14155,1,1.50
fnl4461,1,2,4461,2.633533e-01,208409,182566,0.14155,1,1.50
fnl4461,2,2,4461,2.628253e-01,208409,182566,0.14155,1,1.50
fnl4461,3,2,4461,2.628501e-01,208409,182566,0.14155,1,1.50
fnl4461,4,2,4461,2.642369e-01,208409,182566,0.14155,1,1.50
fnl4461,5,2,4461,2.634221e-01,208409,182566,0.14155,1,1.50
fnl4461,6,2,4461,2.630251e-01,208409,182566,0.14155,1,1.50
fnl4461,7,2,4461,2.629602e-01,208409,182566,0.14155,1,1.50
fnl4461,8,2,4461,2.628125e-01,208409,182566,0.14155,1,1.50
fnl4461,9,2,4461,2.619951e-01,208409,182566,0.14155,1,1.50
