fl3795,0,2,3795,2.728192e-01,31944,28772,0.11025,1,1.50
fl3795,1,2,3795,2.696645e-01,31944,28772,0.11025,1,1.50
fl3795,2,2,3795,2.698429e-01,31944,28772,0.11025,1,1.50
fl3795,3,2,3795,2.696207e-01,31944,28772,0.11025,1,1.50
fl3795,4,2,3795,2.697221e-01,31944,28772,0.11025,1,1.50
fl3795,5,2,3795,2.696951e-01,31944,28772,0.11025,1,1.50
fl3795,6,2,3795,2.702233e-01,31944,28772,0.11025,1,1.50
fl3795,7,2,3795,2.698698e-01,31944,28772,0.11025,1,1.50
fl3795,8,2,3795,2.694952e-01,31944,28772,0.11025,1,1.50
fl3795,9,2,3795,2.698998e-01,31944,28772,0.11025,1,1.50
