rl5915,0,2,5915,3.261313e-01,625891,565530,0.10673,1,1.50
rl5915,1,2,5915,3.256247e-01,625891,565530,0.10673,1,1.50
rl5915,2,2,5915,3.256669e-01,625891,565530,0.10673,1,1.50
rl5915,3,2,5915,3.249747e-01,625891,565530,0.10673,1,1.50
rl5915,4,2,5915,3.244457e-01,625891,565530,0.10673,1,1.50
rl5915,5,2,5915,3.245647e-01,625891,565530,0.10673,1,1.50
rl5915,6,2,5915,3.257438e-01,625891,565530,0.10673,1,1.50
rl5915,7,2,5915,3.268730e-01,625891,565530,0.10673,1,1.50
rl5915,8,2,5915,3.264354e-01,625891,565530,0.10673,1,1.50
rl5915,9,2,5915,3.278403e-01,625891,565530,0.10673,1,1.50
