p654,0,2,654,2.947070e-02,39374,34643,0.13656,1,1.50
p654,1,2,654,2.450473e-02,39374,34643,0.13656,1,1.50
p654,2,2,654,2.450313e-02,39374,34643,0.13656,1,1.50
p654,3,2,654,2.439370e-02,39374,34643,0.13656,1,1.50
p654,4,2,654,2.437927e-02,39374,34643,0.13656,1,1.50
p654,5,2,654,2.436591e-02,39374,34643,0.13656,1,1.50
p654,6,2,654,2.438035e-02,39374,34643,0.13656,1,1.50
p654,7,2,654,2.442487e-02,39374,34643,0.13656,1,1.50
p654,8,2,654,2.448129e-02,39374,34643,0.13656,1,1.50
p654,9,2,654,2.454946e-02,39374,34643,0.13656,1,1.50
