0,h,0,0,0,0,0.000000e+00,0.000000e+00
1,h,0,0,0,0,0.000000e+00,0.000000e+00
2,h,0,0,0,1,4.329000e-06,4.329000e-06
3,h,0,0,0,1,1.110000e-06,1.110000e-06
4,h,0,0,0,1,1.536000e-06,1.536000e-06
5,h,0,0,0,1,2.703000e-06,2.703000e-06
6,h,0,0,0,1,6.821000e-06,6.821000e-06
7,h,0,0,0,1,1.320400e-05,1.320400e-05
8,h,0,0,0,1,8.426100e-05,8.426100e-05
9,h,0,0,0,1,5.069900e-05,5.069900e-05
10,h,0,0,0,1,1.034650e-04,1.034650e-04
11,h,0,0,0,1,2.113090e-04,2.113090e-04
12,h,0,0,0,1,4.151830e-04,4.151830e-04
13,h,0,0,0,1,8.338110e-04,8.338110e-04
14,h,0,0,0,1,1.676702e-03,1.676702e-03
15,h,0,0,0,1,3.428288e-03,3.428288e-03
16,h,0,0,0,1,6.760368e-03,6.760368e-03
17,h,0,0,0,1,1.059819e-02,1.059819e-02
18,h,0,0,0,1,1.439456e-02,1.439456e-02
19,h,0,0,0,1,2.901871e-02,2.901871e-02
20,h,0,0,0,1,5.801608e-02,5.801608e-02
21,h,0,0,0,1,1.147893e-01,1.147893e-01
22,h,0,0,0,1,2.290801e-01,2.290801e-01
23,h,0,0,0,1,4.566037e-01,4.566037e-01
24,h,0,0,0,1,9.114027e-01,9.114027e-01
25,h,0,0,0,1,1.816846e+00,1.816846e+00
