0,h,0,0,0,0,0.000000e+00,0.000000e+00
1,h,0,13119488,0,1,7.910000e-07,7.910000e-07
2,h,0,13119488,0,1,7.900000e-07,7.900000e-07
3,h,0,13119488,0,1,1.219000e-06,1.219000e-06
4,h,0,13119488,0,1,2.090000e-06,2.090000e-06
5,h,0,13119488,0,1,5.693000e-06,5.693000e-06
6,h,0,13119488,0,1,9.294000e-06,9.294000e-06
7,h,0,13119488,0,1,1.828500e-05,1.828500e-05
8,h,0,13254656,0,1,3.856400e-05,3.856400e-05
9,h,0,13389824,0,1,7.084700e-05,7.084700e-05
10,h,0,13660160,0,1,1.405500e-04,1.405500e-04
11,h,0,14200832,0,1,2.826390e-04,2.826390e-04
12,h,0,15425536,0,1,5.658560e-04,5.658560e-04
13,h,0,17735680,0,1,1.157900e-03,1.157900e-03
14,h,0,22347776,0,1,2.011006e-03,2.011006e-03
15,h,0,31506432,0,1,2.702894e-03,2.702894e-03
16,h,0,50024448,0,1,5.109116e-03,5.109116e-03
17,h,0,86925312,0,1,1.011864e-02,1.011864e-02
18,h,0,160862208,0,1,2.018946e-02,2.018946e-02
19,h,0,308736000,0,1,4.020099e-02,4.020099e-02
20,h,0,604483584,0,1,8.080992e-02,8.080992e-02
21,h,0,1195843584,0,1,1.601045e-01,1.601045e-01
22,h,0,2378698752,0,1,3.195958e-01,3.195958e-01
23,h,0,4744192000,0,1,6.390510e-01,6.390510e-01
24,h,0,9475407872,0,1,1.278127e+00,1.278127e+00
