0,k,2,0,0,0,0.000000e+00,0.000000e+00
1,k,2,0,0,0,0.000000e+00,0.000000e+00
2,k,2,0,2,2,5.270000e-07,2.635000e-07
3,k,2,0,8,8,2.300000e-06,2.875000e-07
4,k,2,0,24,24,5.370000e-07,2.237500e-08
5,k,2,0,64,64,9.850000e-07,1.539063e-08
6,k,2,0,160,160,1.920000e-06,1.200000e-08
7,k,2,0,384,384,4.236000e-06,1.103125e-08
8,k,2,0,896,896,9.183000e-06,1.024888e-08
9,k,2,0,2048,2048,2.166900e-05,1.058057e-08
10,k,2,0,4608,4608,5.145500e-05,1.116645e-08
11,k,2,0,10240,10240,1.016290e-04,9.924707e-09
12,k,2,0,22528,22528,2.310300e-04,1.025524e-08
13,k,2,0,49152,49152,4.719850e-04,9.602559e-09
14,k,2,0,106496,106496,1.020250e-03,9.580172e-09
15,k,2,0,229376,229376,2.189747e-03,9.546539e-09
16,k,2,0,491520,491520,4.725608e-03,9.614274e-09
17,k,2,0,1048576,1048576,9.994152e-03,9.531166e-09
18,k,2,0,2228224,2228224,2.210270e-02,9.919422e-09
19,k,2,0,4718592,4718592,5.061926e-02,1.072762e-08
20,k,2,0,9961472,9961472,9.724138e-02,9.761748e-09
21,k,2,0,20971520,20971520,2.073586e-01,9.887628e-09
22,k,2,0,44040192,44040192,4.293707e-01,9.749519e-09
23,k,2,0,92274688,92274688,8.877748e-01,9.621000e-09
24,k,2,0,192937984,192937984,1.897574e+00,9.835150e-09
25,k,2,0,402653184,402653184,4.030435e+00,1.000969e-08
