16384,106496,0,0.00,0,0.00,1744830464.00,31.16,4.59e-02,0.00e+00,0.00e+00,0.00e+00,2.63e-11
32768,229376,0,0.00,0,0.00,7516192768.00,52.24,1.06e-01,0.00e+00,0.00e+00,0.00e+00,1.41e-11
65536,491520,0,0.00,0,0.00,32212254720.00,96.37,2.55e-01,0.00e+00,0.00e+00,0.00e+00,7.93e-12
131072,1048576,0,0.00,0,0.00,137438953472.00,189.98,5.58e-01,0.00e+00,0.00e+00,0.00e+00,4.06e-12
262144,2228224,0,0.00,0,0.00,584115552256.00,386.43,1.27e+00,0.00e+00,0.00e+00,0.00e+00,2.18e-12
524288,4718592,0,0.00,0,0.00,2473901162496.00,796.42,2.79e+00,0.00e+00,0.00e+00,0.00e+00,1.13e-12
1048576,9961472,0,0.00,0,0.00,10445360463872.00,1620.83,6.62e+00,0.00e+00,0.00e+00,0.00e+00,6.34e-13
2097152,20971520,0,0.00,0,0.00,43980465111040.00,3361.95,1.60e+01,0.00e+00,0.00e+00,0.00e+00,3.63e-13
4194304,44040192,0,0.00,0,0.00,184717953466368.00,6954.70,3.69e+01,0.00e+00,0.00e+00,0.00e+00,2.00e-13
