0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.410000e-07,0.000000e+00,1.705000e-07
2,k,2,0,8,2.940000e-07,0.000000e+00,3.675000e-08
3,k,2,4,24,3.860000e-07,1.666667e-01,1.608333e-08
4,k,2,20,64,5.860000e-07,3.125000e-01,9.156250e-09
5,k,2,68,160,1.027000e-06,4.250000e-01,6.418750e-09
6,k,2,196,384,2.241000e-06,5.104167e-01,5.835937e-09
7,k,2,516,896,6.195000e-06,5.758929e-01,6.914063e-09
8,k,2,1284,2048,1.263200e-05,6.269531e-01,6.167969e-09
9,k,2,3076,4608,2.816400e-05,6.675347e-01,6.111979e-09
10,k,2,7172,10240,7.185400e-05,7.003906e-01,7.016992e-09
11,k,2,16388,22528,1.729690e-04,7.274503e-01,7.677956e-09
12,k,2,36868,49152,3.766690e-04,7.500814e-01,7.663350e-09
13,k,2,81924,106496,8.175220e-04,7.692683e-01,7.676551e-09
14,k,2,180228,229376,1.791744e-03,7.857317e-01,7.811384e-09
15,k,2,393220,491520,3.924007e-03,8.000081e-01,7.983413e-09
16,k,2,851972,1048576,1.219192e-02,8.125038e-01,1.162712e-08
17,k,2,1835012,2228224,2.626524e-02,8.235312e-01,1.178752e-08
18,k,2,3932164,4718592,5.696425e-02,8.333342e-01,1.207230e-08
19,k,2,8388612,9961472,1.227679e-01,8.421057e-01,1.232428e-08
20,k,2,17825796,20971520,2.621603e-01,8.500002e-01,1.250078e-08
21,k,2,37748740,44040192,5.576276e-01,8.571429e-01,1.266179e-08
22,k,2,79691780,92274688,1.177920e+00,8.636364e-01,1.276536e-08
23,k,2,167772164,192937984,2.486630e+00,8.695652e-01,1.288823e-08
24,k,2,352321540,402653184,5.288785e+00,8.750000e-01,1.313484e-08
25,k,2,738197508,838860800,1.118768e+01,8.800000e-01,1.333676e-08
26,k,2,1543503876,1744830464,2.365856e+01,8.846154e-01,1.355923e-08
