0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.600000e-07,0.000000e+00,1.800000e-07
2,k,2,0,8,3.060000e-07,0.000000e+00,3.825000e-08
3,k,2,4,24,4.030000e-07,1.666667e-01,1.679167e-08
4,k,2,20,64,5.760000e-07,3.125000e-01,9.000000e-09
5,k,2,68,160,1.044000e-06,4.250000e-01,6.525000e-09
6,k,2,196,384,2.228000e-06,5.104167e-01,5.802083e-09
7,k,2,516,896,5.729000e-06,5.758929e-01,6.393973e-09
8,k,2,1284,2048,1.267000e-05,6.269531e-01,6.186523e-09
9,k,2,3076,4608,2.797600e-05,6.675347e-01,6.071181e-09
10,k,2,7172,10240,7.197800e-05,7.003906e-01,7.029102e-09
11,k,2,16388,22528,1.724770e-04,7.274503e-01,7.656117e-09
12,k,2,36868,49152,3.756580e-04,7.500814e-01,7.642782e-09
13,k,2,81924,106496,8.169660e-04,7.692683e-01,7.671330e-09
14,k,2,180228,229376,1.819928e-03,7.857317e-01,7.934256e-09
15,k,2,393220,491520,3.900110e-03,8.000081e-01,7.934794e-09
16,k,2,851972,1048576,1.216199e-02,8.125038e-01,1.159858e-08
17,k,2,1835012,2228224,2.620867e-02,8.235312e-01,1.176214e-08
18,k,2,3932164,4718592,5.685056e-02,8.333342e-01,1.204820e-08
19,k,2,8388612,9961472,1.220924e-01,8.421057e-01,1.225646e-08
20,k,2,17825796,20971520,2.606395e-01,8.500002e-01,1.242826e-08
21,k,2,37748740,44040192,5.538534e-01,8.571429e-01,1.257609e-08
22,k,2,79691780,92274688,1.169664e+00,8.636364e-01,1.267589e-08
23,k,2,167772164,192937984,2.524034e+00,8.695652e-01,1.308210e-08
24,k,2,352321540,402653184,5.329093e+00,8.750000e-01,1.323495e-08
25,k,2,738197508,838860800,1.124540e+01,8.800000e-01,1.340557e-08
26,k,2,1543503876,1744830464,2.389473e+01,8.846154e-01,1.369458e-08
