0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.400000e-07,0.000000e+00,1.700000e-07
2,k,2,0,8,3.400000e-07,0.000000e+00,4.250000e-08
3,k,2,4,24,4.470000e-07,1.666667e-01,1.862500e-08
4,k,2,20,64,6.650000e-07,3.125000e-01,1.039063e-08
5,k,2,68,160,1.707000e-06,4.250000e-01,1.066875e-08
6,k,2,196,384,3.294000e-06,5.104167e-01,8.578125e-09
7,k,2,516,896,6.681000e-06,5.758929e-01,7.456473e-09
8,k,2,1284,2048,1.420400e-05,6.269531e-01,6.935547e-09
9,k,2,3076,4608,3.380700e-05,6.675347e-01,7.336589e-09
10,k,2,7172,10240,8.504300e-05,7.003906e-01,8.304980e-09
11,k,2,16388,22528,2.018400e-04,7.274503e-01,8.959517e-09
12,k,2,36868,49152,4.387130e-04,7.500814e-01,8.925639e-09
13,k,2,81924,106496,9.645820e-04,7.692683e-01,9.057448e-09
14,k,2,180228,229376,2.093490e-03,7.857317e-01,9.126892e-09
15,k,2,393220,491520,3.447302e-03,8.000081e-01,7.013554e-09
16,k,2,851972,1048576,1.250315e-02,8.125038e-01,1.192393e-08
17,k,2,1835012,2228224,2.628579e-02,8.235312e-01,1.179675e-08
18,k,2,3932164,4718592,5.702961e-02,8.333342e-01,1.208615e-08
19,k,2,8388612,9961472,1.228269e-01,8.421057e-01,1.233020e-08
20,k,2,17825796,20971520,2.624268e-01,8.500002e-01,1.251349e-08
21,k,2,37748740,44040192,5.566111e-01,8.571429e-01,1.263871e-08
22,k,2,79691780,92274688,1.178486e+00,8.636364e-01,1.277150e-08
23,k,2,167772164,192937984,2.547475e+00,8.695652e-01,1.320359e-08
24,k,2,352321540,402653184,5.374896e+00,8.750000e-01,1.334870e-08
25,k,2,738197508,838860800,1.134738e+01,8.800000e-01,1.352713e-08
26,k,2,1543503876,1744830464,2.400199e+01,8.846154e-01,1.375606e-08
