0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.260000e-07,0.000000e+00,1.630000e-07
2,k,2,0,8,3.040000e-07,0.000000e+00,3.800000e-08
3,k,2,4,24,3.790000e-07,1.666667e-01,1.579167e-08
4,k,2,20,64,5.990000e-07,3.125000e-01,9.359375e-09
5,k,2,68,160,1.046000e-06,4.250000e-01,6.537500e-09
6,k,2,196,384,2.605000e-06,5.104167e-01,6.783854e-09
7,k,2,516,896,5.273000e-06,5.758929e-01,5.885045e-09
8,k,2,1284,2048,1.243500e-05,6.269531e-01,6.071777e-09
9,k,2,3076,4608,3.006200e-05,6.675347e-01,6.523872e-09
10,k,2,7172,10240,7.973900e-05,7.003906e-01,7.787012e-09
11,k,2,16388,22528,1.783760e-04,7.274503e-01,7.917969e-09
12,k,2,36868,49152,3.875290e-04,7.500814e-01,7.884298e-09
13,k,2,81924,106496,8.397120e-04,7.692683e-01,7.884916e-09
14,k,2,180228,229376,2.109952e-03,7.857317e-01,9.198661e-09
15,k,2,393220,491520,4.208866e-03,8.000081e-01,8.562960e-09
16,k,2,851972,1048576,1.297456e-02,8.125038e-01,1.237351e-08
17,k,2,1835012,2228224,2.822081e-02,8.235312e-01,1.266516e-08
18,k,2,3932164,4718592,6.236177e-02,8.333342e-01,1.321618e-08
19,k,2,8388612,9961472,1.373417e-01,8.421057e-01,1.378729e-08
20,k,2,17825796,20971520,2.949074e-01,8.500002e-01,1.406228e-08
21,k,2,37748740,44040192,6.227402e-01,8.571429e-01,1.414027e-08
22,k,2,79691780,92274688,1.343801e+00,8.636364e-01,1.456305e-08
23,k,2,167772164,192937984,2.840467e+00,8.695652e-01,1.472218e-08
24,k,2,352321540,402653184,5.963410e+00,8.750000e-01,1.481029e-08
25,k,2,738197508,838860800,1.245751e+01,8.800000e-01,1.485051e-08
26,k,2,1543503876,1744830464,2.605094e+01,8.846154e-01,1.493035e-08
