0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.570000e-07,0.000000e+00,1.785000e-07
2,k,2,0,8,3.030000e-07,0.000000e+00,3.787500e-08
3,k,2,4,24,3.980000e-07,1.666667e-01,1.658333e-08
4,k,2,20,64,6.520000e-07,3.125000e-01,1.018750e-08
5,k,2,68,160,1.026000e-06,4.250000e-01,6.412500e-09
6,k,2,196,384,2.362000e-06,5.104167e-01,6.151042e-09
7,k,2,516,896,5.302000e-06,5.758929e-01,5.917411e-09
8,k,2,1284,2048,1.263900e-05,6.269531e-01,6.171387e-09
9,k,2,3076,4608,3.015300e-05,6.675347e-01,6.543620e-09
10,k,2,7172,10240,7.632000e-05,7.003906e-01,7.453125e-09
11,k,2,16388,22528,1.786000e-04,7.274503e-01,7.927912e-09
12,k,2,36868,49152,4.184300e-04,7.500814e-01,8.512980e-09
13,k,2,81924,106496,9.640450e-04,7.692683e-01,9.052406e-09
14,k,2,180228,229376,2.102401e-03,7.857317e-01,9.165741e-09
15,k,2,393220,491520,3.775282e-03,8.000081e-01,7.680831e-09
16,k,2,851972,1048576,1.233065e-02,8.125038e-01,1.175942e-08
17,k,2,1835012,2228224,2.659922e-02,8.235312e-01,1.193741e-08
18,k,2,3932164,4718592,5.846153e-02,8.333342e-01,1.238961e-08
19,k,2,8388612,9961472,1.291034e-01,8.421057e-01,1.296027e-08
20,k,2,17825796,20971520,2.701990e-01,8.500002e-01,1.288409e-08
21,k,2,37748740,44040192,5.718702e-01,8.571429e-01,1.298519e-08
22,k,2,79691780,92274688,1.228253e+00,8.636364e-01,1.331083e-08
23,k,2,167772164,192937984,2.632033e+00,8.695652e-01,1.364186e-08
24,k,2,352321540,402653184,5.548590e+00,8.750000e-01,1.378007e-08
25,k,2,738197508,838860800,1.171914e+01,8.800000e-01,1.397031e-08
26,k,2,1543503876,1744830464,2.477522e+01,8.846154e-01,1.419921e-08
