0,k,2,0,0,0.000000e+00,0.000000e+00
1,k,2,0,2,3.730000e-07,0.000000e+00,1.865000e-07
2,k,2,0,8,2.830000e-07,0.000000e+00,3.537500e-08
3,k,2,4,24,4.290000e-07,1.666667e-01,1.787500e-08
4,k,2,20,64,6.670000e-07,3.125000e-01,1.042187e-08
5,k,2,68,160,1.197000e-06,4.250000e-01,7.481250e-09
6,k,2,196,384,2.562000e-06,5.104167e-01,6.671875e-09
7,k,2,516,896,5.892000e-06,5.758929e-01,6.575893e-09
8,k,2,1284,2048,1.476400e-05,6.269531e-01,7.208984e-09
9,k,2,3076,4608,3.202300e-05,6.675347e-01,6.949436e-09
10,k,2,7172,10240,8.163400e-05,7.003906e-01,7.972070e-09
11,k,2,16388,22528,1.972440e-04,7.274503e-01,8.755504e-09
12,k,2,36868,49152,4.304190e-04,7.500814e-01,8.756897e-09
13,k,2,81924,106496,9.476920e-04,7.692683e-01,8.898851e-09
14,k,2,180228,229376,2.060395e-03,7.857317e-01,8.982609e-09
15,k,2,393220,491520,3.376640e-03,8.000081e-01,6.869792e-09
16,k,2,851972,1048576,1.217181e-02,8.125038e-01,1.160795e-08
17,k,2,1835012,2228224,2.623373e-02,8.235312e-01,1.177338e-08
18,k,2,3932164,4718592,5.778060e-02,8.333342e-01,1.224531e-08
19,k,2,8388612,9961472,1.219492e-01,8.421057e-01,1.224209e-08
20,k,2,17825796,20971520,2.603057e-01,8.500002e-01,1.241235e-08
21,k,2,37748740,44040192,5.528637e-01,8.571429e-01,1.255362e-08
22,k,2,79691780,92274688,1.167219e+00,8.636364e-01,1.264939e-08
23,k,2,167772164,192937984,2.479542e+00,8.695652e-01,1.285150e-08
24,k,2,352321540,402653184,5.293283e+00,8.750000e-01,1.314601e-08
25,k,2,738197508,838860800,1.118178e+01,8.800000e-01,1.332972e-08
26,k,2,1543503876,1744830464,2.369053e+01,8.846154e-01,1.357756e-08
