0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.373000e-06,inf,inf
2,h,0,6,9,2.358000e-06,6.666667e-01,2.620000e-07
3,h,0,20,35,1.965000e-06,5.714286e-01,5.614286e-08
4,h,0,67,90,4.147000e-06,7.444444e-01,4.607778e-08
5,h,0,183,248,8.982000e-06,7.379032e-01,3.621774e-08
6,h,0,452,567,1.897500e-05,7.971781e-01,3.346561e-08
7,h,0,1080,1397,4.029500e-05,7.730852e-01,2.884395e-08
8,h,0,2544,3060,8.513500e-05,8.313725e-01,2.782190e-08
9,h,0,5895,6643,2.268410e-04,8.874003e-01,3.414737e-08
10,h,0,13265,15345,4.409500e-04,8.644510e-01,2.873574e-08
11,h,0,29539,32752,9.509590e-04,9.018991e-01,2.903514e-08
12,h,0,65061,73710,2.110732e-03,8.826618e-01,2.863563e-08
13,h,0,142274,155629,4.636415e-03,9.141869e-01,2.979146e-08
14,h,0,308864,344043,8.587992e-03,8.977482e-01,2.496197e-08
15,h,0,665842,720874,1.922137e-02,9.236593e-01,2.666398e-08
16,h,0,1429467,1572840,4.348056e-02,9.088445e-01,2.764462e-08
17,h,0,3051392,3276775,1.029638e-01,9.312180e-01,3.142230e-08
18,h,0,6494362,6815718,2.385638e-01,9.528507e-01,3.500201e-08
19,h,0,13771587,14680036,5.334418e-01,9.381167e-01,3.633791e-08
20,h,0,29103579,30408675,1.226015e+00,9.570815e-01,4.031793e-08
21,h,0,61336780,65011681,2.806492e+00,9.434732e-01,4.316905e-08
22,h,0,128933351,134217696,6.363985e+00,9.606286e-01,4.741539e-08
23,h,0,270420349,285212638,1.439679e+01,9.481359e-01,5.047739e-08
24,h,0,565914435,587202525,3.364520e+01,9.637466e-01,5.729744e-08
25,h,0,1182033099,1241513947,7.594091e+01,9.520901e-01,6.116799e-08
26,h,0,2464482318,2550136794,1.741754e+02,9.664118e-01,6.830041e-08
