0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.321000e-06,inf,inf
2,h,0,6,9,2.161000e-06,6.666667e-01,2.401111e-07
3,h,0,22,35,2.007000e-06,6.285714e-01,5.734286e-08
4,h,0,66,90,4.104000e-06,7.333333e-01,4.560000e-08
5,h,0,183,248,8.754000e-06,7.379032e-01,3.529839e-08
6,h,0,442,567,1.846800e-05,7.795414e-01,3.257143e-08
7,h,0,1100,1397,3.956600e-05,7.874016e-01,2.832212e-08
8,h,0,2580,3060,8.352000e-05,8.431373e-01,2.729412e-08
9,h,0,5908,6643,1.790640e-04,8.893572e-01,2.695529e-08
10,h,0,13313,15345,4.383920e-04,8.675790e-01,2.856905e-08
11,h,0,29588,32752,9.468510e-04,9.033952e-01,2.890972e-08
12,h,0,65155,73710,2.095573e-03,8.839371e-01,2.842997e-08
13,h,0,142070,155629,4.627754e-03,9.128761e-01,2.973581e-08
14,h,0,308795,344043,8.540079e-03,8.975477e-01,2.482271e-08
15,h,0,666106,720874,1.907124e-02,9.240256e-01,2.645571e-08
16,h,0,1428699,1572840,4.321891e-02,9.083562e-01,2.747826e-08
17,h,0,3052413,3276775,1.026186e-01,9.315296e-01,3.131695e-08
18,h,0,6494677,6815718,2.384277e-01,9.528970e-01,3.498203e-08
19,h,0,13772248,14680036,5.538723e-01,9.381617e-01,3.772963e-08
20,h,0,29100452,30408675,1.257766e+00,9.569786e-01,4.136206e-08
21,h,0,61342911,65011681,2.796687e+00,9.435675e-01,4.301823e-08
22,h,0,128937219,134217696,6.331731e+00,9.606574e-01,4.717508e-08
23,h,0,270432067,285212638,1.439297e+01,9.481770e-01,5.046399e-08
24,h,0,565935096,587202525,3.361350e+01,9.637818e-01,5.724345e-08
25,h,0,1182024959,1241513947,7.594640e+01,9.520835e-01,6.117241e-08
26,h,0,2464474205,2550136794,1.749410e+02,9.664086e-01,6.860062e-08
