0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.394000e-06,inf,inf
2,h,0,6,9,2.222000e-06,6.666667e-01,2.468889e-07
3,h,0,22,35,2.008000e-06,6.285714e-01,5.737143e-08
4,h,0,72,90,4.257000e-06,8.000000e-01,4.730000e-08
5,h,0,196,248,9.147000e-06,7.903226e-01,3.688306e-08
6,h,0,450,567,1.902600e-05,7.936508e-01,3.355556e-08
7,h,0,1084,1397,3.950500e-05,7.759485e-01,2.827845e-08
8,h,0,2544,3060,8.355400e-05,8.313725e-01,2.730523e-08
9,h,0,5872,6643,2.185490e-04,8.839380e-01,3.289914e-08
10,h,0,13184,15345,4.376890e-04,8.591724e-01,2.852323e-08
11,h,0,29516,32752,9.469720e-04,9.011969e-01,2.891341e-08
12,h,0,65160,73710,2.101229e-03,8.840049e-01,2.850670e-08
13,h,0,142304,155629,4.621923e-03,9.143797e-01,2.969834e-08
14,h,0,308803,344043,8.561439e-03,8.975709e-01,2.488479e-08
15,h,0,666080,720874,1.918908e-02,9.239895e-01,2.661918e-08
16,h,0,1428574,1572840,4.330079e-02,9.082767e-01,2.753032e-08
17,h,0,3053010,3276775,1.023834e-01,9.317118e-01,3.124518e-08
18,h,0,6494618,6815718,2.380897e-01,9.528883e-01,3.493244e-08
19,h,0,13771077,14680036,5.686805e-01,9.380820e-01,3.873836e-08
20,h,0,29107855,30408675,1.257198e+00,9.572221e-01,4.134339e-08
21,h,0,61335472,65011681,2.809418e+00,9.434531e-01,4.321404e-08
22,h,0,128935185,134217696,6.334317e+00,9.606422e-01,4.719435e-08
23,h,0,270406135,285212638,1.433653e+01,9.480861e-01,5.026611e-08
24,h,0,565914951,587202525,3.357583e+01,9.637475e-01,5.717930e-08
25,h,0,1182045938,1241513947,7.587566e+01,9.521004e-01,6.111543e-08
26,h,0,2464439367,2550136794,1.738902e+02,9.663950e-01,6.818859e-08
