0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.508000e-06,inf,inf
2,h,0,6,9,2.174000e-06,6.666667e-01,2.415556e-07
3,h,0,22,35,2.023000e-06,6.285714e-01,5.780000e-08
4,h,0,66,90,4.285000e-06,7.333333e-01,4.761111e-08
5,h,0,184,248,8.990000e-06,7.419355e-01,3.625000e-08
6,h,0,455,567,1.929800e-05,8.024691e-01,3.403527e-08
7,h,0,1107,1397,4.066100e-05,7.924123e-01,2.910594e-08
8,h,0,2541,3060,8.473400e-05,8.303922e-01,2.769085e-08
9,h,0,5899,6643,1.819750e-04,8.880024e-01,2.739350e-08
10,h,0,13275,15345,3.916190e-04,8.651026e-01,2.552095e-08
11,h,0,29487,32752,9.658560e-04,9.003114e-01,2.948999e-08
12,h,0,65145,73710,2.136918e-03,8.838014e-01,2.899088e-08
13,h,0,142323,155629,4.694107e-03,9.145018e-01,3.016216e-08
14,h,0,308805,344043,8.817712e-03,8.975768e-01,2.562968e-08
15,h,0,665881,720874,1.950726e-02,9.237134e-01,2.706057e-08
16,h,0,1428635,1572840,4.426397e-02,9.083155e-01,2.814271e-08
17,h,0,3053197,3276775,1.048591e-01,9.317689e-01,3.200069e-08
18,h,0,6495843,6815718,2.428682e-01,9.530680e-01,3.563354e-08
19,h,0,13771057,14680036,5.555329e-01,9.380806e-01,3.784275e-08
20,h,0,29105000,30408675,1.275265e+00,9.571282e-01,4.193753e-08
21,h,0,61339079,65011681,2.848302e+00,9.435086e-01,4.381216e-08
22,h,0,128952840,134217696,6.438078e+00,9.607738e-01,4.796743e-08
23,h,0,270407913,285212638,1.459771e+01,9.480923e-01,5.118186e-08
24,h,0,565938413,587202525,3.404822e+01,9.637874e-01,5.798378e-08
25,h,0,1182041641,1241513947,7.619825e+01,9.520969e-01,6.137527e-08
26,h,0,2464388748,2550136794,1.744577e+02,9.663751e-01,6.841112e-08
