0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,8.074000e-06,inf,inf
2,h,0,6,9,2.293000e-06,6.666667e-01,2.547778e-07
3,h,0,23,35,2.051000e-06,6.571429e-01,5.860000e-08
4,h,0,70,90,4.223000e-06,7.777778e-01,4.692222e-08
5,h,0,179,248,9.104000e-06,7.217742e-01,3.670968e-08
6,h,0,462,567,1.949600e-05,8.148148e-01,3.438448e-08
7,h,0,1089,1397,3.990300e-05,7.795276e-01,2.856335e-08
8,h,0,2554,3060,8.437100e-05,8.346405e-01,2.757222e-08
9,h,0,5866,6643,1.789360e-04,8.830348e-01,2.693602e-08
10,h,0,13378,15345,3.838010e-04,8.718149e-01,2.501147e-08
11,h,0,29465,32752,8.493710e-04,8.996397e-01,2.593341e-08
12,h,0,64965,73710,1.836016e-03,8.813594e-01,2.490864e-08
13,h,0,142393,155629,4.603085e-03,9.149516e-01,2.957730e-08
14,h,0,308422,344043,9.247231e-03,8.964635e-01,2.687813e-08
15,h,0,665855,720874,1.934720e-02,9.236774e-01,2.683853e-08
16,h,0,1429587,1572840,4.350571e-02,9.089208e-01,2.766061e-08
17,h,0,3051450,3276775,1.026956e-01,9.312357e-01,3.134046e-08
18,h,0,6495319,6815718,2.387812e-01,9.529912e-01,3.503390e-08
19,h,0,13770619,14680036,5.550914e-01,9.380508e-01,3.781267e-08
20,h,0,29105757,30408675,1.259411e+00,9.571531e-01,4.141619e-08
21,h,0,61342323,65011681,2.810689e+00,9.435585e-01,4.323359e-08
22,h,0,128947698,134217696,6.376407e+00,9.607354e-01,4.750795e-08
23,h,0,270419703,285212638,1.440047e+01,9.481337e-01,5.049031e-08
24,h,0,565918785,587202525,3.368602e+01,9.637540e-01,5.736695e-08
25,h,0,1182027313,1241513947,7.602373e+01,9.520854e-01,6.123470e-08
26,h,0,2464465866,2550136794,1.742807e+02,9.664054e-01,6.834173e-08
