0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.405000e-06,inf,inf
2,h,0,6,9,2.201000e-06,6.666667e-01,2.445556e-07
3,h,0,23,35,1.948000e-06,6.571429e-01,5.565714e-08
4,h,0,70,90,4.070000e-06,7.777778e-01,4.522222e-08
5,h,0,185,248,8.975000e-06,7.459677e-01,3.618952e-08
6,h,0,451,567,1.863700e-05,7.954145e-01,3.286949e-08
7,h,0,1098,1397,3.952800e-05,7.859699e-01,2.829492e-08
8,h,0,2554,3060,8.298300e-05,8.346405e-01,2.711863e-08
9,h,0,5885,6643,1.782230e-04,8.858949e-01,2.682869e-08
10,h,0,13201,15345,3.807820e-04,8.602802e-01,2.481473e-08
11,h,0,29561,32752,8.285600e-04,9.025708e-01,2.529800e-08
12,h,0,65058,73710,1.829575e-03,8.826211e-01,2.482126e-08
13,h,0,142068,155629,4.092374e-03,9.128633e-01,2.629570e-08
14,h,0,308852,344043,9.735374e-03,8.977134e-01,2.829697e-08
15,h,0,665335,720874,1.910396e-02,9.229560e-01,2.650111e-08
16,h,0,1429048,1572840,4.350762e-02,9.085781e-01,2.766182e-08
17,h,0,3052314,3276775,1.024410e-01,9.314994e-01,3.126276e-08
18,h,0,6494569,6815718,2.383793e-01,9.528811e-01,3.497493e-08
19,h,0,13771460,14680036,5.539584e-01,9.381081e-01,3.773549e-08
20,h,0,29103495,30408675,1.257484e+00,9.570787e-01,4.135281e-08
21,h,0,61339197,65011681,2.809379e+00,9.435104e-01,4.321345e-08
22,h,0,128939025,134217696,6.367896e+00,9.606708e-01,4.744453e-08
23,h,0,270420192,285212638,1.438338e+01,9.481354e-01,5.043036e-08
24,h,0,565926227,587202525,3.366336e+01,9.637667e-01,5.732836e-08
25,h,0,1182037625,1241513947,7.622143e+01,9.520937e-01,6.139394e-08
26,h,0,2464440136,2550136794,1.745470e+02,9.663953e-01,6.844612e-08
