0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.378000e-06,inf,inf
2,h,0,6,9,2.217000e-06,6.666667e-01,2.463333e-07
3,h,0,23,35,1.954000e-06,6.571429e-01,5.582857e-08
4,h,0,70,90,4.095000e-06,7.777778e-01,4.550000e-08
5,h,0,183,248,8.937000e-06,7.379032e-01,3.603629e-08
6,h,0,452,567,1.843000e-05,7.971781e-01,3.250441e-08
7,h,0,1088,1397,3.937900e-05,7.788117e-01,2.818826e-08
8,h,0,2570,3060,8.324900e-05,8.398693e-01,2.720556e-08
9,h,0,5902,6643,1.787180e-04,8.884540e-01,2.690321e-08
10,h,0,13238,15345,3.798470e-04,8.626914e-01,2.475380e-08
11,h,0,29530,32752,8.468390e-04,9.016243e-01,2.585610e-08
12,h,0,65181,73710,1.822777e-03,8.842898e-01,2.472903e-08
13,h,0,142082,155629,4.064551e-03,9.129532e-01,2.611693e-08
14,h,0,308887,344043,9.747180e-03,8.978151e-01,2.833128e-08
15,h,0,666118,720874,1.917086e-02,9.240422e-01,2.659391e-08
16,h,0,1429249,1572840,4.334332e-02,9.087059e-01,2.755736e-08
17,h,0,3051253,3276775,1.026258e-01,9.311756e-01,3.131914e-08
18,h,0,6495035,6815718,2.384882e-01,9.529495e-01,3.499092e-08
19,h,0,13769236,14680036,5.586448e-01,9.379566e-01,3.805473e-08
20,h,0,29103481,30408675,1.256499e+00,9.570782e-01,4.132041e-08
21,h,0,61333826,65011681,2.806016e+00,9.434278e-01,4.316172e-08
22,h,0,128943790,134217696,6.363901e+00,9.607063e-01,4.741477e-08
23,h,0,270411001,285212638,1.440587e+01,9.481032e-01,5.050922e-08
24,h,0,565923971,587202525,3.369822e+01,9.637628e-01,5.738773e-08
25,h,0,1182048565,1241513947,7.613550e+01,9.521025e-01,6.132472e-08
26,h,0,2464511336,2550136794,1.742996e+02,9.664232e-01,6.834912e-08
