0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.255000e-06,inf,inf
2,h,0,6,9,2.197000e-06,6.666667e-01,2.441111e-07
3,h,0,24,35,2.020000e-06,6.857143e-01,5.771429e-08
4,h,0,67,90,4.061000e-06,7.444444e-01,4.512222e-08
5,h,0,182,248,8.962000e-06,7.338710e-01,3.613710e-08
6,h,0,446,567,1.921000e-05,7.865961e-01,3.388007e-08
7,h,0,1092,1397,3.975700e-05,7.816750e-01,2.845884e-08
8,h,0,2564,3060,8.335700e-05,8.379085e-01,2.724085e-08
9,h,0,5831,6643,1.792350e-04,8.777661e-01,2.698103e-08
10,h,0,13350,15345,3.837340e-04,8.699902e-01,2.500710e-08
11,h,0,29590,32752,8.325260e-04,9.034563e-01,2.541909e-08
12,h,0,64998,73710,1.862945e-03,8.818071e-01,2.527398e-08
13,h,0,142172,155629,4.074549e-03,9.135315e-01,2.618117e-08
14,h,0,308755,344043,8.604472e-03,8.974314e-01,2.500987e-08
15,h,0,666237,720874,1.914885e-02,9.242073e-01,2.656339e-08
16,h,0,1428741,1572840,4.343088e-02,9.083829e-01,2.761303e-08
17,h,0,3052296,3276775,1.025802e-01,9.314939e-01,3.130522e-08
18,h,0,6496333,6815718,2.393159e-01,9.531399e-01,3.511235e-08
19,h,0,13767209,14680036,5.645302e-01,9.378185e-01,3.845564e-08
20,h,0,29105133,30408675,1.259008e+00,9.571326e-01,4.140292e-08
21,h,0,61340795,65011681,2.812213e+00,9.435350e-01,4.325704e-08
22,h,0,128941583,134217696,6.379534e+00,9.606899e-01,4.753124e-08
23,h,0,270417767,285212638,1.442864e+01,9.481269e-01,5.058907e-08
24,h,0,565916075,587202525,3.368723e+01,9.637494e-01,5.736901e-08
25,h,0,1182024342,1241513947,7.591963e+01,9.520830e-01,6.115084e-08
26,h,0,2464468915,2550136794,1.738267e+02,9.664066e-01,6.816367e-08
