0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.354000e-06,inf,inf
2,h,0,6,9,2.150000e-06,6.666667e-01,2.388889e-07
3,h,0,22,35,1.971000e-06,6.285714e-01,5.631429e-08
4,h,0,66,90,4.157000e-06,7.333333e-01,4.618889e-08
5,h,0,175,248,8.967000e-06,7.056452e-01,3.615726e-08
6,h,0,460,567,1.877300e-05,8.112875e-01,3.310935e-08
7,h,0,1107,1397,4.014000e-05,7.924123e-01,2.873300e-08
8,h,0,2577,3060,8.327100e-05,8.421569e-01,2.721275e-08
9,h,0,5865,6643,2.021670e-04,8.828842e-01,3.043309e-08
10,h,0,13236,15345,3.849950e-04,8.625611e-01,2.508928e-08
11,h,0,29528,32752,8.310860e-04,9.015633e-01,2.537512e-08
12,h,0,65039,73710,1.848463e-03,8.823633e-01,2.507751e-08
13,h,0,142390,155629,4.645225e-03,9.149323e-01,2.984807e-08
14,h,0,308733,344043,8.989716e-03,8.973675e-01,2.612963e-08
15,h,0,665597,720874,1.920114e-02,9.233195e-01,2.663592e-08
16,h,0,1428808,1572840,4.364558e-02,9.084255e-01,2.774953e-08
17,h,0,3052026,3276775,1.029424e-01,9.314115e-01,3.141577e-08
18,h,0,6495679,6815718,2.386428e-01,9.530440e-01,3.501360e-08
19,h,0,13772905,14680036,5.596931e-01,9.382065e-01,3.812614e-08
20,h,0,29104644,30408675,1.260246e+00,9.571165e-01,4.144364e-08
21,h,0,61332786,65011681,2.824797e+00,9.434118e-01,4.345061e-08
22,h,0,128936914,134217696,6.336562e+00,9.606551e-01,4.721108e-08
23,h,0,270409304,285212638,1.442265e+01,9.480972e-01,5.056804e-08
24,h,0,565943450,587202525,3.370534e+01,9.637960e-01,5.739985e-08
25,h,0,1182043436,1241513947,7.646431e+01,9.520984e-01,6.158957e-08
26,h,0,2464441516,2550136794,1.757672e+02,9.663958e-01,6.892462e-08
