0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,8.078000e-06,inf,inf
2,h,0,6,9,2.245000e-06,6.666667e-01,2.494444e-07
3,h,0,23,35,1.995000e-06,6.571429e-01,5.700000e-08
4,h,0,67,90,4.114000e-06,7.444444e-01,4.571111e-08
5,h,0,177,248,8.975000e-06,7.137097e-01,3.618952e-08
6,h,0,461,567,1.904500e-05,8.130511e-01,3.358907e-08
7,h,0,1121,1397,4.027400e-05,8.024338e-01,2.882892e-08
8,h,0,2552,3060,8.504400e-05,8.339869e-01,2.779216e-08
9,h,0,5837,6643,1.808810e-04,8.786693e-01,2.722881e-08
10,h,0,13254,15345,3.870820e-04,8.637341e-01,2.522529e-08
11,h,0,29493,32752,8.633100e-04,9.004946e-01,2.635900e-08
12,h,0,65003,73710,1.832945e-03,8.818749e-01,2.486698e-08
13,h,0,142074,155629,4.110250e-03,9.129018e-01,2.641057e-08
14,h,0,308820,344043,9.793761e-03,8.976204e-01,2.846668e-08
15,h,0,666154,720874,1.925216e-02,9.240921e-01,2.670669e-08
16,h,0,1428965,1572840,4.356412e-02,9.085253e-01,2.769774e-08
17,h,0,3053250,3276775,1.031097e-01,9.317851e-01,3.146681e-08
18,h,0,6494630,6815718,2.391733e-01,9.528901e-01,3.509143e-08
19,h,0,13770759,14680036,5.575218e-01,9.380603e-01,3.797823e-08
20,h,0,29108177,30408675,1.261398e+00,9.572327e-01,4.148151e-08
21,h,0,61333536,65011681,2.814795e+00,9.434233e-01,4.329676e-08
22,h,0,128949329,134217696,6.356952e+00,9.607476e-01,4.736299e-08
23,h,0,270418721,285212638,1.443314e+01,9.481302e-01,5.060484e-08
24,h,0,565928938,587202525,3.370287e+01,9.637713e-01,5.739565e-08
25,h,0,1182041999,1241513947,7.602080e+01,9.520972e-01,6.123234e-08
26,h,0,2464504865,2550136794,1.749469e+02,9.664207e-01,6.860294e-08
