0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.407000e-06,inf,inf
2,h,0,6,9,2.293000e-06,6.666667e-01,2.547778e-07
3,h,0,21,35,2.026000e-06,6.000000e-01,5.788571e-08
4,h,0,67,90,4.299000e-06,7.444444e-01,4.776667e-08
5,h,0,176,248,9.045000e-06,7.096774e-01,3.647177e-08
6,h,0,469,567,1.876400e-05,8.271605e-01,3.309347e-08
7,h,0,1104,1397,3.916800e-05,7.902649e-01,2.803722e-08
8,h,0,2569,3060,8.258200e-05,8.395425e-01,2.698758e-08
9,h,0,5857,6643,1.776340e-04,8.816800e-01,2.674003e-08
10,h,0,13335,15345,4.120910e-04,8.690127e-01,2.685507e-08
11,h,0,29534,32752,8.225330e-04,9.017465e-01,2.511398e-08
12,h,0,65175,73710,1.820924e-03,8.842084e-01,2.470389e-08
13,h,0,142346,155629,4.719166e-03,9.146496e-01,3.032318e-08
14,h,0,308457,344043,9.041487e-03,8.965653e-01,2.628011e-08
15,h,0,665786,720874,1.910395e-02,9.235817e-01,2.650109e-08
16,h,0,1429197,1572840,4.319374e-02,9.086728e-01,2.746226e-08
17,h,0,3053824,3276775,1.026233e-01,9.319602e-01,3.131839e-08
18,h,0,6495248,6815718,2.379814e-01,9.529807e-01,3.491656e-08
19,h,0,13770032,14680036,5.615990e-01,9.380108e-01,3.825597e-08
20,h,0,29099212,30408675,1.260527e+00,9.569378e-01,4.145286e-08
21,h,0,61340947,65011681,2.812219e+00,9.435373e-01,4.325714e-08
22,h,0,128939204,134217696,6.338926e+00,9.606722e-01,4.722869e-08
23,h,0,270424307,285212638,1.441321e+01,9.481498e-01,5.053495e-08
24,h,0,565930279,587202525,3.364457e+01,9.637736e-01,5.729637e-08
25,h,0,1182013355,1241513947,7.597727e+01,9.520742e-01,6.119728e-08
26,h,0,2464440314,2550136794,1.740163e+02,9.663953e-01,6.823803e-08
