0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,8.009000e-06,inf,inf
2,h,0,6,9,2.165000e-06,6.666667e-01,2.405556e-07
3,h,0,24,35,2.071000e-06,6.857143e-01,5.917143e-08
4,h,0,66,90,4.160000e-06,7.333333e-01,4.622222e-08
5,h,0,179,248,9.165000e-06,7.217742e-01,3.695565e-08
6,h,0,453,567,1.891800e-05,7.989418e-01,3.336508e-08
7,h,0,1106,1397,4.057200e-05,7.916965e-01,2.904223e-08
8,h,0,2572,3060,8.464400e-05,8.405229e-01,2.766144e-08
9,h,0,5824,6643,1.812950e-04,8.767123e-01,2.729113e-08
10,h,0,13331,15345,4.041350e-04,8.687520e-01,2.633659e-08
11,h,0,29585,32752,8.334410e-04,9.033036e-01,2.544703e-08
12,h,0,65149,73710,1.843319e-03,8.838557e-01,2.500772e-08
13,h,0,142182,155629,4.667089e-03,9.135958e-01,2.998856e-08
14,h,0,308810,344043,9.063820e-03,8.975913e-01,2.634502e-08
15,h,0,665044,720874,1.938843e-02,9.225523e-01,2.689572e-08
16,h,0,1428866,1572840,4.358176e-02,9.084624e-01,2.770896e-08
17,h,0,3052031,3276775,1.030414e-01,9.314131e-01,3.144597e-08
18,h,0,6495361,6815718,2.393141e-01,9.529973e-01,3.511210e-08
19,h,0,13772172,14680036,5.703012e-01,9.381566e-01,3.884876e-08
20,h,0,29105380,30408675,1.263243e+00,9.571407e-01,4.154219e-08
21,h,0,61334766,65011681,2.815887e+00,9.434422e-01,4.331356e-08
22,h,0,128944860,134217696,6.346989e+00,9.607143e-01,4.728876e-08
23,h,0,270399931,285212638,1.444202e+01,9.480643e-01,5.063599e-08
24,h,0,565929962,587202525,3.372238e+01,9.637730e-01,5.742888e-08
25,h,0,1182023864,1241513947,7.618136e+01,9.520826e-01,6.136166e-08
26,h,0,2464511987,2550136794,1.745598e+02,9.664234e-01,6.845114e-08
