8	15	7.000000	7.000000	0.000000	12.503828	1.376000e-05
16	33	14.000000	14.000000	1.000000	12.503828	1.314000e-05
32	73	27.000000	27.000000	2.000000	12.503828	2.174000e-05
64	174	60.000000	60.000000	17.000000	12.503828	2.210000e-05
128	385	124.000000	124.000000	24.000000	12.503828	2.816000e-05
256	789	234.000000	234.000000	48.000000	12.503828	4.206000e-05
512	1791	495.000000	495.000000	118.000000	12.503828	1.027000e-04
1024	3877	1004.000000	1004.000000	312.000000	12.750155	1.981000e-04
2048	7869	2000.000000	2000.000000	600.000000	12.996016	2.930200e-04
4096	17407	4029.000000	4029.000000	1406.000000	13.535078	6.512000e-04
8192	37267	8096.000000	8096.000000	3213.000000	14.765547	1.427620e-03
16384	69068	16107.000000	16107.000000	5654.000000	16.910078	2.983140e-03
32768	150593	32435.000000	32435.000000	12999.000000	22.035078	7.893500e-03
65536	328182	65083.000000	65083.000000	29803.000000	33.476484	1.963662e-02
131072	670788	130256.000000	130256.000000	61488.000000	55.558516	4.414984e-02
264346	733846	264346.000000	264346.000000	34388.000000	72.226484	5.996748e-02
321270	800172	321270.000000	321270.000000	25395.000000	77.253828	6.917126e-02
435666	1057066	435666.000000	435666.000000	30662.000000	92.847578	9.514812e-02
1070376	2712798	1070376.000000	1070376.000000	102091.000000	241.183516	2.356782e-01
1207945	2840208	1207945.000000	1207945.000000	68225.000000	250.980391	2.680801e-01
1524453	3897636	1524453.000000	1524453.000000	138119.000000	313.003828	3.535975e-01
1890815	4657742	1890815.000000	1890815.000000	150520.000000	360.081953	4.354359e-01
2758119	6885658	2758119.000000	2758119.000000	228875.000000	557.183516	6.443397e-01
3598623	8778114	3598623.000000	3598623.000000	255264.000000	677.124922	8.682108e-01
6262104	15248146	6262104.000000	6262104.000000	452645.000000	1198.046952	1.581231e+00
14081816	34292496	14081816.000000	14081816.000000	1007381.000000	2612.624922	4.716509e+00
23947347	58333344	23947347.000000	23947347.000000	1717896.000000	4591.640547	7.487433e+00
