h 0 3 8 15 7 7 0 0.875000 0.466667 0.000000 0.000000 1.804100e-06 3.772125e-08
h 0 4 16 33 14 14 1 0.875000 0.424242 0.030303 0.000000 9.507500e-06 6.998175e-08
h 0 5 32 73 27 27 2 0.843750 0.369863 0.027397 0.000000 8.401020e-06 2.308592e-08
h 0 6 64 174 60 60 18 0.937500 0.344828 0.103448 0.000000 2.518530e-05 2.544447e-08
h 0 7 128 385 124 124 23 0.968750 0.322078 0.059740 0.000000 6.314066e-05 2.536695e-08
h 0 8 256 789 234 234 49 0.914062 0.296578 0.062104 0.000000 1.478735e-04 2.551871e-08
h 0 9 512 1791 495 495 120 0.966797 0.276382 0.067002 0.000000 3.019450e-04 2.101677e-08
h 0 10 1024 3877 1004 1004 316 0.980469 0.258963 0.081506 0.000000 5.544583e-04 1.632145e-08
h 0 11 2048 7869 2000 2000 594 0.976562 0.254162 0.075486 0.000000 1.035616e-03 1.369621e-08
h 0 12 4096 17407 4029 4029 1400 0.983643 0.231459 0.080427 0.000000 2.362451e-03 1.320861e-08
h 0 13 8192 37267 8096 8096 3197 0.988281 0.217243 0.085786 0.000000 5.524612e-03 1.348693e-08
h 0 14 16384 69068 16107 16107 5631 0.983093 0.233205 0.081528 0.000000 1.128171e-02 1.360502e-08
h 0 15 32768 150593 32435 32435 12993 0.989838 0.215382 0.086279 0.000000 2.681394e-02 1.406491e-08
h 0 16 65536 328182 65083 65083 29793 0.993088 0.198314 0.090782 0.000000 6.325217e-02 1.448587e-08
h 0 17 131072 670788 130256 130256 61554 0.993774 0.194184 0.091764 0.000000 1.466883e-01 1.552468e-08
h 0 18 264346 733846 264346 264346 34462 1.000000 0.360220 0.046961 0.000000 1.490929e-01 1.196338e-08
h 0 18 321270 800172 321270 321270 25431 1.000000 0.401501 0.031782 0.000000 1.720765e-01 1.210108e-08
h 0 18 435666 1057066 435666 435666 30734 1.000000 0.412146 0.029075 0.000000 2.324413e-01 1.199228e-08
h 0 20 1070376 2712798 1070376 1070376 101995 1.000000 0.394565 0.037598 0.000000 5.859400e-01 1.115571e-08
h 0 20 1207945 2840208 1207945 1207945 68237 1.000000 0.425302 0.024025 0.000000 6.748121e-01 1.190311e-08
h 0 20 1524453 3897636 1524453 1524453 137974 1.000000 0.391122 0.035399 0.000000 8.942680e-01 1.158452e-08
h 0 20 1890815 4657742 1890815 1890815 150606 1.000000 0.405951 0.032335 0.000000 1.087205e+00 1.148742e-08
h 0 21 2758119 6885658 2758119 2758119 229026 1.000000 0.400560 0.033261 0.000000 1.598728e+00 1.117853e-08
h 0 21 3598623 8778114 3598623 3598623 255323 1.000000 0.409954 0.029086 0.000000 2.135273e+00 1.142835e-08
h 0 22 6262104 15248146 6262104 6262104 452461 1.000000 0.410680 0.029673 0.000000 3.837387e+00 1.139922e-08
h 0 23 14081816 34292496 14081816 14081816 1007824 1.000000 0.410638 0.029389 0.000000 9.886120e+00 1.241569e-08
h 0 24 23947347 58333344 23947347 23947347 1718011 1.000000 0.410526 0.029452 0.000000 1.618490e+01 1.157667e-08
