8	15	7.000000	7.000000	0.000000	12.503828	9.860000e-06
16	33	14.000000	14.000000	1.000000	12.503828	9.700000e-06
32	73	27.000000	27.000000	2.000000	12.503828	1.842000e-05
64	174	60.000000	60.000000	18.000000	12.503828	2.340000e-05
128	385	124.000000	124.000000	23.000000	12.503828	2.384000e-05
256	789	234.000000	234.000000	49.000000	12.503828	5.830000e-05
512	1791	495.000000	495.000000	121.000000	12.503828	9.570000e-05
1024	3877	1004.000000	1004.000000	314.000000	12.749922	2.172400e-04
2048	7869	2000.000000	2000.000000	593.000000	12.996016	3.665800e-04
4096	17407	4029.000000	4029.000000	1398.000000	13.535078	7.777800e-04
8192	37267	8096.000000	8096.000000	3189.000000	14.765547	1.658540e-03
16384	69068	16107.000000	16107.000000	5655.000000	16.910078	3.530600e-03
32768	150593	32435.000000	32435.000000	12943.000000	22.035078	8.719680e-03
65536	328182	65083.000000	65083.000000	29773.000000	33.476484	2.134228e-02
131072	670788	130256.000000	130256.000000	61541.000000	55.558516	4.604562e-02
264346	733846	264346.000000	264346.000000	34416.000000	72.226484	7.031160e-02
321270	800172	321270.000000	321270.000000	25359.000000	77.253828	7.838088e-02
435666	1057066	435666.000000	435666.000000	30859.000000	92.847578	1.067320e-01
1070376	2712798	1070376.000000	1070376.000000	102028.000000	241.183516	2.739172e-01
1207945	2840208	1207945.000000	1207945.000000	68239.000000	250.980391	3.144799e-01
1524453	3897636	1524453.000000	1524453.000000	138039.000000	313.003828	4.088990e-01
1890815	4657742	1890815.000000	1890815.000000	150485.000000	360.081953	4.978828e-01
2758119	6885658	2758119.000000	2758119.000000	228461.000000	557.183516	7.444773e-01
3598623	8778114	3598623.000000	3598623.000000	255180.000000	677.124922	1.005100e+00
6262104	15248146	6262104.000000	6262104.000000	452115.000000	1198.046952	1.796805e+00
14081816	34292496	14081816.000000	14081816.000000	1007370.000000	2612.624922	4.912434e+00
23947347	58333344	23947347.000000	23947347.000000	1718353.000000	4591.640547	7.833724e+00
