0,k,2,23947347,58333344,23947347,23947347,1714637,4814712832,8.382561e+00,27063252,1493443204
1,k,2,23947347,58333344,23947347,23947347,1717593,4814716928,8.283329e+00,21674359,1493443204
2,k,2,23947347,58333344,23947347,23947347,1717495,4814716928,8.330516e+00,29444096,1493443204
3,k,2,23947347,58333344,23947347,23947347,1714132,4814716928,8.241093e+00,3424186,1493443204
4,k,2,23947347,58333344,23947347,23947347,1718595,4814716928,8.518125e+00,4603517,1493443204
5,k,2,23947347,58333344,23947347,23947347,1715892,4814716928,8.260782e+00,19062078,1493443204
6,k,2,23947347,58333344,23947347,23947347,1722750,4814716928,8.820521e+00,36458155,1493443204
7,k,2,23947347,58333344,23947347,23947347,1709285,4814716928,8.428099e+00,19766619,1493443204
8,k,2,23947347,58333344,23947347,23947347,1711252,4814716928,8.470965e+00,11094346,1493443204
9,k,2,23947347,58333344,23947347,23947347,1710084,4814716928,8.437012e+00,35729496,1493443204
10,k,2,23947347,58333344,23947347,23947347,1721138,4814716928,8.012955e+00,28451743,1493443204
11,k,2,23947347,58333344,23947347,23947347,1708673,4814716928,8.428069e+00,11916265,1493443204
12,k,2,23947347,58333344,23947347,23947347,1721405,4814716928,8.033766e+00,39854467,1493443204
13,k,2,23947347,58333344,23947347,23947347,1719624,4814716928,8.110793e+00,19395662,1493443204
14,k,2,23947347,58333344,23947347,23947347,1720064,4814716928,8.788919e+00,12477304,1493443204
15,k,2,23947347,58333344,23947347,23947347,1708534,4814716928,8.431808e+00,8980417,1493443204
16,k,2,23947347,58333344,23947347,23947347,1723145,4814716928,8.593019e+00,11989944,1493443204
17,k,2,23947347,58333344,23947347,23947347,1721541,4814716928,8.000068e+00,23343724,1493443204
18,k,2,23947347,58333344,23947347,23947347,1712805,4814716928,8.499780e+00,20076995,1493443204
19,k,2,23947347,58333344,23947347,23947347,1711987,4814716928,8.502135e+00,5604475,1493443204
20,k,2,23947347,58333344,23947347,23947347,1718524,4814716928,8.038902e+00,18508178,1493443204
21,k,2,23947347,58333344,23947347,23947347,1719248,4814716928,8.158079e+00,3879644,1493443204
22,k,2,23947347,58333344,23947347,23947347,1716611,4814716928,8.701701e+00,7633602,1493443204
23,k,2,23947347,58333344,23947347,23947347,1720857,4814716928,8.009653e+00,36889926,1493443204
24,k,2,23947347,58333344,23947347,23947347,1712334,4814716928,8.516230e+00,11643118,1493443204
25,k,2,23947347,58333344,23947347,23947347,1720267,4814716928,8.292828e+00,20217399,1493443204
26,k,2,23947347,58333344,23947347,23947347,1717017,4814716928,8.271055e+00,10407600,1493443204
27,k,2,23947347,58333344,23947347,23947347,1720175,4814716928,8.717044e+00,11636664,1493443204
28,k,2,23947347,58333344,23947347,23947347,1713538,4814716928,8.279097e+00,16437562,1493443204
29,k,2,23947347,58333344,23947347,23947347,1716336,4814716928,8.420687e+00,37047836,1493443204
30,k,2,23947347,58333344,23947347,23947347,1715622,4814716928,8.060135e+00,9587442,1493443204
31,k,2,23947347,58333344,23947347,23947347,1717994,4814716928,8.631825e+00,19858880,1493443204
32,k,2,23947347,58333344,23947347,23947347,1719621,4814716928,8.569186e+00,20527317,1493443204
33,k,2,23947347,58333344,23947347,23947347,1718863,4814716928,8.004541e+00,42179792,1493443204
34,k,2,23947347,58333344,23947347,23947347,1714808,4814716928,8.574362e+00,19127903,1493443204
35,k,2,23947347,58333344,23947347,23947347,1725007,4814716928,8.435246e+00,15494702,1493443204
36,k,2,23947347,58333344,23947347,23947347,1714125,4814716928,8.537643e+00,23795310,1493443204
37,k,2,23947347,58333344,23947347,23947347,1722062,4814716928,8.217051e+00,31789204,1493443204
38,k,2,23947347,58333344,23947347,23947347,1709996,4814716928,8.402394e+00,34211160,1493443204
39,k,2,23947347,58333344,23947347,23947347,1720886,4814716928,8.145883e+00,15686181,1493443204
40,k,2,23947347,58333344,23947347,23947347,1723394,4814716928,8.057504e+00,3835017,1493443204
41,k,2,23947347,58333344,23947347,23947347,1716417,4814716928,8.597502e+00,9626152,1493443204
42,k,2,23947347,58333344,23947347,23947347,1715398,4814716928,8.514448e+00,16557559,1493443204
43,k,2,23947347,58333344,23947347,23947347,1719408,4814716928,7.972817e+00,19122617,1493443204
44,k,2,23947347,58333344,23947347,23947347,1721473,4814716928,8.649145e+00,24844617,1493443204
45,k,2,23947347,58333344,23947347,23947347,1709277,4814716928,8.390858e+00,33077672,1493443204
46,k,2,23947347,58333344,23947347,23947347,1713550,4814716928,8.488747e+00,405959,1493443204
47,k,2,23947347,58333344,23947347,23947347,1712976,4814716928,8.484600e+00,19112106,1493443204
48,k,2,23947347,58333344,23947347,23947347,1722646,4814716928,7.979504e+00,9014016,1493443204
49,k,2,23947347,58333344,23947347,23947347,1719962,4814716928,8.091812e+00,14287343,1493443204
