0,k,2,321270,800172,321270,321270,25694,81031168,7.527158e-02,607948,1493430117
1,k,2,321270,800172,321270,321270,25311,81035264,7.622577e-02,556564,1493430117
2,k,2,321270,800172,321270,321270,25394,81035264,7.675479e-02,946955,1493430117
3,k,2,321270,800172,321270,321270,25266,81035264,7.371148e-02,463291,1493430117
4,k,2,321270,800172,321270,321270,25166,81035264,7.645132e-02,271563,1493430117
5,k,2,321270,800172,321270,321270,25445,81035264,7.500672e-02,1382105,1493430117
6,k,2,321270,800172,321270,321270,25634,81035264,7.684885e-02,1118232,1493430117
7,k,2,321270,800172,321270,321270,25221,81035264,7.420743e-02,2122151,1493430117
8,k,2,321270,800172,321270,321270,25360,81035264,7.456856e-02,1633144,1493430117
9,k,2,321270,800172,321270,321270,25493,81035264,7.693763e-02,1024756,1493430117
10,k,2,321270,800172,321270,321270,25292,81035264,7.704965e-02,437114,1493430117
11,k,2,321270,800172,321270,321270,25475,81035264,7.442296e-02,2038203,1493430117
12,k,2,321270,800172,321270,321270,25155,81035264,7.540968e-02,376488,1493430117
13,k,2,321270,800172,321270,321270,25202,81035264,7.419188e-02,999535,1493430117
14,k,2,321270,800172,321270,321270,25478,81035264,7.689058e-02,791152,1493430117
15,k,2,321270,800172,321270,321270,25405,81035264,7.449315e-02,946748,1493430117
16,k,2,321270,800172,321270,321270,25195,81035264,7.663371e-02,958466,1493430117
17,k,2,321270,800172,321270,321270,25552,81035264,7.678458e-02,429515,1493430117
18,k,2,321270,800172,321270,321270,25280,81035264,7.450549e-02,1105565,1493430117
19,k,2,321270,800172,321270,321270,25158,81035264,7.454005e-02,371281,1493430117
20,k,2,321270,800172,321270,321270,25283,81035264,7.598708e-02,1155767,1493430117
21,k,2,321270,800172,321270,321270,25503,81035264,7.667846e-02,646860,1493430117
22,k,2,321270,800172,321270,321270,25538,81035264,7.661273e-02,936795,1493430117
23,k,2,321270,800172,321270,321270,25602,81035264,7.683662e-02,234667,1493430117
24,k,2,321270,800172,321270,321270,25155,81035264,7.475069e-02,2156280,1493430117
25,k,2,321270,800172,321270,321270,25059,81035264,7.541885e-02,37344,1493430117
26,k,2,321270,800172,321270,321270,25354,81035264,7.465137e-02,1136823,1493430117
27,k,2,321270,800172,321270,321270,25418,81035264,7.665491e-02,822564,1493430117
28,k,2,321270,800172,321270,321270,25570,81035264,7.675880e-02,519060,1493430117
29,k,2,321270,800172,321270,321270,25516,81035264,7.681535e-02,431626,1493430117
30,k,2,321270,800172,321270,321270,25597,81035264,7.614886e-02,935735,1493430117
31,k,2,321270,800172,321270,321270,25547,81035264,7.781581e-02,1447007,1493430117
32,k,2,321270,800172,321270,321270,25669,81035264,7.541168e-02,1247258,1493430117
33,k,2,321270,800172,321270,321270,25272,81035264,7.503095e-02,1093757,1493430117
34,k,2,321270,800172,321270,321270,25374,81035264,7.563403e-02,1816963,1493430117
35,k,2,321270,800172,321270,321270,25417,81035264,7.496183e-02,313229,1493430117
36,k,2,321270,800172,321270,321270,25353,81035264,7.482419e-02,1154569,1493430117
37,k,2,321270,800172,321270,321270,25433,81035264,7.724611e-02,704185,1493430117
38,k,2,321270,800172,321270,321270,25158,81035264,7.622511e-02,272085,1493430117
39,k,2,321270,800172,321270,321270,25400,81035264,7.483350e-02,95503,1493430117
40,k,2,321270,800172,321270,321270,25518,81035264,7.664071e-02,210306,1493430117
41,k,2,321270,800172,321270,321270,25266,81035264,7.674482e-02,1296977,1493430117
42,k,2,321270,800172,321270,321270,25385,81035264,7.472082e-02,1763534,1493430117
43,k,2,321270,800172,321270,321270,25419,81035264,7.547253e-02,469884,1493430117
44,k,2,321270,800172,321270,321270,25421,81035264,7.297972e-02,2117372,1493430117
45,k,2,321270,800172,321270,321270,25136,81035264,7.593639e-02,77443,1493430117
46,k,2,321270,800172,321270,321270,25199,81035264,7.568702e-02,1665030,1493430117
47,k,2,321270,800172,321270,321270,25337,81035264,7.367884e-02,1646638,1493430117
48,k,2,321270,800172,321270,321270,25459,81035264,7.489353e-02,638124,1493430117
49,k,2,321270,800172,321270,321270,25533,81035264,7.630060e-02,739658,1493430117
