0,8192,37267,8096,8096,3216,15478784,0.001770,2247
1,8192,37267,8096,8096,3168,15482880,0.001727,1739
2,8192,37267,8096,8096,3188,15482880,0.001739,2406
3,8192,37267,8096,8096,3318,15482880,0.001717,2271
4,8192,37267,8096,8096,3342,15482880,0.001747,1410
5,8192,37267,8096,8096,3227,15482880,0.001717,2720
6,8192,37267,8096,8096,3199,15482880,0.001720,2501
7,8192,37267,8096,8096,3199,15482880,0.001739,1955
8,8192,37267,8096,8096,3300,15482880,0.001719,2780
9,8192,37267,8096,8096,3152,15482880,0.001742,1583
10,8192,37267,8096,8096,3223,15482880,0.001711,1897
11,8192,37267,8096,8096,3192,15482880,0.001744,1792
12,8192,37267,8096,8096,3141,15482880,0.001714,986
13,8192,37267,8096,8096,3224,15482880,0.001730,2269
14,8192,37267,8096,8096,3239,15482880,0.001721,2308
15,8192,37267,8096,8096,3171,15482880,0.001710,2554
16,8192,37267,8096,8096,3151,15482880,0.001738,1574
17,8192,37267,8096,8096,3213,15482880,0.001718,1352
18,8192,37267,8096,8096,3096,15482880,0.001737,3065
19,8192,37267,8096,8096,3149,15482880,0.001720,2027
20,8192,37267,8096,8096,3130,15482880,0.001741,1743
21,8192,37267,8096,8096,3339,15482880,0.001735,1871
22,8192,37267,8096,8096,3310,15482880,0.001730,2314
23,8192,37267,8096,8096,3224,15482880,0.001710,1673
24,8192,37267,8096,8096,3223,15482880,0.001751,1385
25,8192,37267,8096,8096,3256,15482880,0.001724,992
26,8192,37267,8096,8096,3302,15482880,0.001744,2106
27,8192,37267,8096,8096,3321,15482880,0.001717,1273
28,8192,37267,8096,8096,3221,15482880,0.001738,1963
29,8192,37267,8096,8096,3246,15482880,0.001722,1175
30,8192,37267,8096,8096,3183,15482880,0.001732,2633
31,8192,37267,8096,8096,3201,15482880,0.001713,3171
32,8192,37267,8096,8096,3350,15482880,0.001722,2233
33,8192,37267,8096,8096,3242,15482880,0.001750,1201
34,8192,37267,8096,8096,3233,15482880,0.001710,2162
35,8192,37267,8096,8096,3215,15482880,0.001742,1830
36,8192,37267,8096,8096,3232,15482880,0.001724,1915
37,8192,37267,8096,8096,3256,15482880,0.001744,2320
38,8192,37267,8096,8096,3260,15482880,0.001722,2101
39,8192,37267,8096,8096,3151,15482880,0.001738,1889
40,8192,37267,8096,8096,3165,15482880,0.001724,1154
41,8192,37267,8096,8096,3127,15482880,0.001703,1739
42,8192,37267,8096,8096,3320,15482880,0.001721,2026
43,8192,37267,8096,8096,3220,15482880,0.001711,1638
44,8192,37267,8096,8096,3246,15482880,0.001747,233
45,8192,37267,8096,8096,3134,15482880,0.001713,2049
46,8192,37267,8096,8096,3298,15482880,0.001751,1876
47,8192,37267,8096,8096,3128,15482880,0.001705,3025
48,8192,37267,8096,8096,3159,15482880,0.001747,1182
49,8192,37267,8096,8096,3117,15482880,0.001714,1067
