6 1 2 2 2 2 0 1.000000 1.000000 0.000000 12.992188 2.348200e-07 8.469341e-08
6 2 4 6 3 3 0 0.750000 0.750000 0.000000 12.992188 3.277400e-07 2.364144e-08
6 3 8 15 5 5 0 0.625000 0.625000 0.000000 12.992188 5.243200e-07 1.096281e-08
6 4 16 35 14 14 1 0.875000 0.875000 0.028571 12.992188 1.408000e-06 9.957425e-09
6 5 32 80 29 29 6 0.906250 0.906250 0.075000 12.992188 4.212240e-06 1.085175e-08
6 6 64 179 60 60 8 0.937500 0.937500 0.044693 12.992188 9.782220e-06 9.679534e-09
6 7 128 397 122 122 25 0.953125 0.953125 0.062972 12.992188 2.191478e-05 8.603087e-09
6 8 256 872 247 247 62 0.964844 0.964844 0.071101 12.992188 5.530780e-05 8.842231e-09
6 9 512 1899 492 492 122 0.960938 0.960938 0.064244 13.117265 1.001753e-04 6.660324e-09
6 10 1024 4106 999 999 331 0.975586 0.975586 0.080614 13.250000 1.676197e-04 4.713919e-09
6 11 2048 8829 2028 2028 777 0.990234 0.990234 0.088005 13.511719 3.028449e-04 3.651683e-09
6 12 4096 18892 4058 4058 1648 0.990723 0.990723 0.087233 14.156250 6.397490e-04 3.345813e-09
6 13 8192 40250 8131 8131 3593 0.992554 0.992554 0.089267 15.395702 1.446537e-03 3.313895e-09
6 14 16384 85433 16286 16286 8030 0.994019 0.994019 0.093992 18.304688 3.230218e-03 3.269324e-09
6 15 32768 180730 32627 32627 17078 0.995697 0.995697 0.094495 24.507812 8.207417e-03 3.697396e-09
6 16 65536 381188 65325 65325 36650 0.996780 0.996780 0.096147 36.457031 1.964279e-02 3.964775e-09
6 17 131072 801834 130763 130763 77323 0.997643 0.997643 0.096433 60.152344 4.254490e-02 3.870217e-09
6 18 262144 1682581 258039 258039 92837 0.984341 0.984341 0.055175 119.257812 8.423529e-02 3.471666e-09
6 19 524288 3522989 523646 523646 347507 0.998775 0.998775 0.098640 232.316406 2.309226e-01 4.332359e-09
6 20 1048576 7361632 1047635 1047635 732619 0.999103 0.999103 0.099519 441.183594 5.348151e-01 4.587135e-09
6 21 2097152 15354570 2095815 2095815 1534877 0.999362 0.999362 0.099962 879.078047 1.175655e+00 4.628038e-09
6 22 4194304 31971752 4192345 4192345 3207679 0.999533 0.999533 0.100329 2017.632734 2.778416e+00 5.037882e-09
